UserID,Role,Round,totalRound,Total,move,roundResult,gameType
301114,first,1,5,100,25,"[75, 25]",dictator
301114,first,2,5,100,30,"[70, 30]",dictator
301114,first,3,5,100,40,"[60, 40]",dictator
301114,first,4,5,100,61,"[39, 61]",dictator
301114,first,5,5,0,1,"[0, 0]",dictator
301115,first,1,5,100,50,"[50, 50]",dictator
301115,first,2,5,100,0,"[100, 0]",dictator
301115,first,3,5,100,0,"[100, 0]",dictator
301115,first,4,5,100,0,"[100, 0]",dictator
301115,first,5,5,100,0,"[100, 0]",dictator
301116,first,1,5,100,52,"[48, 52]",dictator
301116,first,2,5,100,67,"[33, 67]",dictator
301116,first,3,5,100,47,"[53, 47]",dictator
301116,first,4,5,100,50,"[50, 50]",dictator
301116,first,5,5,100,58,"[42, 58]",dictator
301120,first,1,5,100,50,"[50, 50]",dictator
301120,first,2,5,100,51,"[49, 51]",dictator
301120,first,3,5,100,49,"[51, 49]",dictator
301120,first,4,5,100,51,"[49, 51]",dictator
301120,first,5,5,100,47,"[53, 47]",dictator
301121,first,1,5,100,0,"[100, 0]",dictator
301121,first,2,5,100,30,"[70, 30]",dictator
301121,first,3,5,100,0,"[100, 0]",dictator
301121,first,4,5,100,0,"[100, 0]",dictator
301121,first,5,5,100,57,"[43, 57]",dictator
301122,first,1,5,100,25,"[75, 25]",dictator
301122,first,2,5,100,30,"[70, 30]",dictator
301122,first,3,5,100,50,"[50, 50]",dictator
301122,first,4,5,100,0,"[100, 0]",dictator
301122,first,5,5,100,40,"[60, 40]",dictator
301123,first,1,5,100,25,"[75, 25]",dictator
301123,first,2,5,100,10,"[90, 10]",dictator
301123,first,3,5,100,0,"[100, 0]",dictator
301123,first,4,5,100,0,"[100, 0]",dictator
301123,first,5,5,100,0,"[100, 0]",dictator
301124,first,1,5,100,21,"[79, 21]",dictator
301124,first,2,5,100,45,"[55, 45]",dictator
301124,first,3,5,100,15,"[85, 15]",dictator
301124,first,4,5,100,21,"[79, 21]",dictator
301124,first,5,5,100,64,"[36, 64]",dictator
301125,first,1,5,100,26,"[74, 26]",dictator
301125,first,2,5,100,35,"[65, 35]",dictator
301125,first,3,5,100,42,"[58, 42]",dictator
301125,first,4,5,100,46,"[54, 46]",dictator
301125,first,5,5,100,32,"[68, 32]",dictator
301126,first,1,5,100,38,"[62, 38]",dictator
301126,first,2,5,100,31,"[69, 31]",dictator
301126,first,3,5,100,50,"[50, 50]",dictator
301126,first,4,5,100,6,"[94, 6]",dictator
301126,first,5,5,100,79,"[21, 79]",dictator
301127,first,1,5,100,0,"[100, 0]",dictator
301127,first,2,5,100,0,"[100, 0]",dictator
301127,first,3,5,100,0,"[100, 0]",dictator
301127,first,4,5,100,0,"[100, 0]",dictator
301127,first,5,5,100,0,"[100, 0]",dictator
301129,first,1,5,100,26,"[74, 26]",dictator
301129,first,2,5,100,50,"[50, 50]",dictator
301129,first,3,5,0,1,"[0, 0]",dictator
301130,first,1,5,100,25,"[75, 25]",dictator
301130,first,2,5,0,1,"[0, 0]",dictator
301131,first,1,5,100,29,"[71, 29]",dictator
301131,first,2,5,100,49,"[51, 49]",dictator
301131,first,3,5,100,45,"[55, 45]",dictator
301131,first,4,5,100,0,"[100, 0]",dictator
301131,first,5,5,100,50,"[50, 50]",dictator
301133,first,1,5,100,26,"[74, 26]",dictator
301133,first,2,5,0,1,"[0, 0]",dictator
301137,first,1,5,100,25,"[75, 25]",dictator
301137,first,2,5,100,30,"[70, 30]",dictator
301137,first,3,5,100,35,"[65, 35]",dictator
301137,first,4,5,100,10,"[90, 10]",dictator
301137,first,5,5,100,29,"[71, 29]",dictator
301138,first,1,5,100,37,"[63, 37]",dictator
301138,first,2,5,100,59,"[41, 59]",dictator
301138,first,3,5,100,54,"[46, 54]",dictator
301138,first,4,5,100,45,"[55, 45]",dictator
301138,first,5,5,100,41,"[59, 41]",dictator
301141,first,1,5,100,0,"[100, 0]",dictator
301141,first,2,5,100,30,"[70, 30]",dictator
301141,first,3,5,100,42,"[58, 42]",dictator
301141,first,4,5,100,0,"[100, 0]",dictator
301141,first,5,5,100,37,"[63, 37]",dictator
301143,first,1,5,100,12,"[88, 12]",dictator
301143,first,2,5,100,37,"[63, 37]",dictator
301143,first,3,5,100,25,"[75, 25]",dictator
301143,first,4,5,100,16,"[84, 16]",dictator
301143,first,5,5,100,37,"[63, 37]",dictator
301145,first,1,5,100,25,"[75, 25]",dictator
301145,first,2,5,100,49,"[51, 49]",dictator
301145,first,3,5,100,24,"[76, 24]",dictator
301145,first,4,5,0,1,"[0, 0]",dictator
301146,first,1,5,100,25,"[75, 25]",dictator
301146,first,2,5,100,25,"[75, 25]",dictator
301146,first,3,5,100,25,"[75, 25]",dictator
301146,first,4,5,0,1,"[0, 0]",dictator
301147,first,1,5,100,25,"[75, 25]",dictator
301147,first,2,5,100,25,"[75, 25]",dictator
301147,first,3,5,100,20,"[80, 20]",dictator
301147,first,4,5,100,40,"[60, 40]",dictator
301147,first,5,5,100,31,"[69, 31]",dictator
301148,first,1,5,100,20,"[80, 20]",dictator
301148,first,2,5,100,60,"[40, 60]",dictator
301148,first,3,5,100,40,"[60, 40]",dictator
301148,first,4,5,100,12,"[88, 12]",dictator
301148,first,5,5,100,14,"[86, 14]",dictator
301149,first,1,5,100,25,"[75, 25]",dictator
301149,first,2,5,0,1,"[0, 0]",dictator
301152,first,1,5,100,35,"[65, 35]",dictator
301152,first,2,5,100,40,"[60, 40]",dictator
301152,first,3,5,100,20,"[80, 20]",dictator
301152,first,4,5,100,15,"[85, 15]",dictator
301152,first,5,5,100,0,"[100, 0]",dictator
301206,first,1,5,100,0,"[100, 0]",dictator
301206,first,2,5,0,1,"[0, 0]",dictator
301502,first,1,5,100,8,"[92, 8]",dictator
301502,first,2,5,100,26,"[74, 26]",dictator
301502,first,3,5,100,48,"[52, 48]",dictator
301502,first,4,5,100,33,"[67, 33]",dictator
301502,first,5,5,100,16,"[84, 16]",dictator
302039,first,1,5,100,50,"[50, 50]",dictator
302039,first,2,5,0,1,"[0, 0]",dictator
302221,first,1,5,100,15,"[85, 15]",dictator
302221,first,2,5,0,1,"[0, 0]",dictator
302222,first,1,5,100,38,"[62, 38]",dictator
302222,first,2,5,100,38,"[62, 38]",dictator
302222,first,3,5,100,50,"[50, 50]",dictator
302222,first,4,5,100,38,"[62, 38]",dictator
302222,first,5,5,100,40,"[60, 40]",dictator
302241,first,1,5,100,42,"[58, 42]",dictator
302241,first,2,5,100,60,"[40, 60]",dictator
302241,first,3,5,100,42,"[58, 42]",dictator
302241,first,4,5,100,43,"[57, 43]",dictator
302241,first,5,5,100,40,"[60, 40]",dictator
302242,first,1,5,100,25,"[75, 25]",dictator
302242,first,2,5,100,25,"[75, 25]",dictator
302242,first,3,5,100,25,"[75, 25]",dictator
302242,first,4,5,100,25,"[75, 25]",dictator
302242,first,5,5,100,25,"[75, 25]",dictator
302254,first,1,5,100,66,"[34, 66]",dictator
302254,first,2,5,0,1,"[0, 0]",dictator
302512,first,1,5,100,25,"[75, 25]",dictator
302512,first,2,5,100,25,"[75, 25]",dictator
302512,first,3,5,0,1,"[0, 0]",dictator
302536,first,1,5,100,0,"[100, 0]",dictator
302536,first,2,5,100,1,"[99, 1]",dictator
302536,first,3,5,100,0,"[100, 0]",dictator
302536,first,4,5,100,0,"[100, 0]",dictator
302536,first,5,5,100,0,"[100, 0]",dictator
302787,first,1,5,100,25,"[75, 25]",dictator
302787,first,2,5,100,16,"[84, 16]",dictator
302787,first,3,5,100,25,"[75, 25]",dictator
302787,first,4,5,100,84,"[16, 84]",dictator
302787,first,5,5,100,49,"[51, 49]",dictator
200586,first,1,5,100,38,"[62, 38]",dictator
200586,first,2,5,100,50,"[50, 50]",dictator
200586,first,3,5,100,10,"[90, 10]",dictator
200586,first,4,5,100,79,"[21, 79]",dictator
200586,first,5,5,100,62,"[38, 62]",dictator
296926,first,1,5,100,25,"[75, 25]",dictator
296926,first,2,5,100,30,"[70, 30]",dictator
296926,first,3,5,100,10,"[90, 10]",dictator
296926,first,4,5,100,14,"[86, 14]",dictator
296926,first,5,5,0,1,"[0, 0]",dictator
296957,first,1,5,100,2,"[98, 2]",dictator
296957,first,2,5,100,1,"[99, 1]",dictator
296957,first,3,5,100,0,"[100, 0]",dictator
296957,first,4,5,100,50,"[50, 50]",dictator
296957,first,5,5,100,47,"[53, 47]",dictator
296964,first,1,5,100,5,"[95, 5]",dictator
296964,first,2,5,100,10,"[90, 10]",dictator
296964,first,3,5,100,7,"[93, 7]",dictator
296964,first,4,5,100,48,"[52, 48]",dictator
296964,first,5,5,100,64,"[36, 64]",dictator
296989,first,1,5,100,30,"[70, 30]",dictator
296989,first,2,5,100,37,"[63, 37]",dictator
296989,first,3,5,100,49,"[51, 49]",dictator
296989,first,4,5,100,50,"[50, 50]",dictator
296989,first,5,5,100,0,"[100, 0]",dictator
297134,first,1,5,100,1,"[99, 1]",dictator
297134,first,2,5,100,1,"[99, 1]",dictator
297134,first,3,5,100,1,"[99, 1]",dictator
297134,first,4,5,100,1,"[99, 1]",dictator
297134,first,5,5,100,1,"[99, 1]",dictator
297164,first,1,5,100,50,"[50, 50]",dictator
297164,first,2,5,100,49,"[51, 49]",dictator
297164,first,3,5,0,1,"[0, 0]",dictator
297165,first,1,5,100,49,"[51, 49]",dictator
297165,first,2,5,100,42,"[58, 42]",dictator
297165,first,3,5,100,39,"[61, 39]",dictator
297165,first,4,5,0,1,"[0, 0]",dictator
297334,first,1,5,100,12,"[88, 12]",dictator
297334,first,2,5,100,6,"[94, 6]",dictator
297334,first,3,5,100,1,"[99, 1]",dictator
297334,first,4,5,100,2,"[98, 2]",dictator
297334,first,5,5,100,4,"[96, 4]",dictator
299847,first,1,5,100,20,"[80, 20]",dictator
299847,first,2,5,100,15,"[85, 15]",dictator
299847,first,3,5,100,12,"[88, 12]",dictator
299847,first,4,5,100,26,"[74, 26]",dictator
299847,first,5,5,100,7,"[93, 7]",dictator
299855,first,1,5,100,19,"[81, 19]",dictator
299855,first,2,5,0,1,"[0, 0]",dictator
300240,first,1,5,100,27,"[73, 27]",dictator
300240,first,2,5,100,34,"[66, 34]",dictator
300240,first,3,5,100,30,"[70, 30]",dictator
300240,first,4,5,100,20,"[80, 20]",dictator
300240,first,5,5,0,1,"[0, 0]",dictator
300651,first,1,5,100,36,"[64, 36]",dictator
300651,first,2,5,100,50,"[50, 50]",dictator
300651,first,3,5,100,40,"[60, 40]",dictator
300651,first,4,5,100,68,"[32, 68]",dictator
300651,first,5,5,0,1,"[0, 0]",dictator
300757,first,1,5,100,40,"[60, 40]",dictator
300757,first,2,5,100,40,"[60, 40]",dictator
300757,first,3,5,100,48,"[52, 48]",dictator
300757,first,4,5,100,50,"[50, 50]",dictator
300757,first,5,5,100,0,"[100, 0]",dictator
300784,first,1,5,100,0,"[100, 0]",dictator
300784,first,2,5,100,0,"[100, 0]",dictator
300784,first,3,5,100,0,"[100, 0]",dictator
300784,first,4,5,100,0,"[100, 0]",dictator
300784,first,5,5,100,0,"[100, 0]",dictator
300786,first,1,5,100,50,"[50, 50]",dictator
300786,first,2,5,100,0,"[100, 0]",dictator
300786,first,3,5,100,0,"[100, 0]",dictator
300786,first,4,5,100,0,"[100, 0]",dictator
300786,first,5,5,100,0,"[100, 0]",dictator
300875,first,1,5,100,25,"[75, 25]",dictator
300875,first,2,5,100,12,"[88, 12]",dictator
300875,first,3,5,100,5,"[95, 5]",dictator
300875,first,4,5,100,0,"[100, 0]",dictator
300875,first,5,5,0,1,"[0, 0]",dictator
317620,second,1,1,100,None,"[57, 43]",dictator
317620,first,1,1,100,20,"[80, 20]",dictator
317857,first,1,1,100,25,"[75, 25]",dictator
317857,second,1,1,100,None,"[60, 40]",dictator
317936,second,1,1,100,None,"[100, 0]",dictator
317936,first,1,1,100,0,"[100, 0]",dictator
318030,second,1,1,100,None,"[100, 0]",dictator
318030,first,1,1,100,0,"[100, 0]",dictator
318071,second,1,1,100,None,"[96, 4]",dictator
318071,first,1,1,100,40,"[60, 40]",dictator
318072,first,1,1,100,43,"[57, 43]",dictator
318072,second,1,1,100,None,"[80, 20]",dictator
318101,first,1,1,100,30,"[70, 30]",dictator
318121,first,1,1,100,50,"[50, 50]",dictator
318121,second,1,1,100,None,"[50, 50]",dictator
318209,second,1,1,100,None,"[99, 1]",dictator
318209,first,1,1,100,0,"[100, 0]",dictator
318391,first,1,1,100,4,"[96, 4]",dictator
318391,second,1,1,100,None,"[60, 40]",dictator
318397,second,1,1,100,None,"[100, 0]",dictator
318397,first,1,1,100,40,"[60, 40]",dictator
318412,second,1,1,100,None,"[75, 25]",dictator
318412,first,1,1,100,40,"[60, 40]",dictator
318534,first,1,1,100,0,"[100, 0]",dictator
318534,second,1,1,100,None,"[100, 0]",dictator
318593,first,1,1,100,0,"[100, 0]",dictator
318593,second,1,1,100,None,"[60, 40]",dictator
318594,second,1,1,100,None,"[50, 50]",dictator
318594,first,1,1,100,50,"[50, 50]",dictator
318597,first,1,1,100,1,"[99, 1]",dictator
318597,second,1,1,100,None,"[100, 0]",dictator
318599,first,1,1,100,0,[100],dictator
318616,first,1,1,100,0,"[100, 0]",dictator
318616,second,1,1,100,None,"[100, 0]",dictator
134528,second,1,1,100,None,"[50, 50]",dictator
134528,first,1,1,100,50,"[50, 50]",dictator
135302,first,1,1,100,1,"[99, 1]",dictator
135302,second,1,1,100,None,"[100, 0]",dictator
135833,second,1,1,100,None,"[71, 29]",dictator
135833,first,1,1,100,30,"[70, 30]",dictator
136162,second,1,1,100,None,"[50, 50]",dictator
136162,first,1,1,100,0,"[100, 0]",dictator
194917,first,1,1,100,10,"[90, 10]",dictator
194917,second,1,1,100,None,"[100, 0]",dictator
194932,second,1,1,100,None,"[99, 1]",dictator
194932,first,1,1,100,0,"[100, 0]",dictator
194936,second,1,1,100,None,"[14, 86]",dictator
194936,first,1,1,100,37,"[63, 37]",dictator
194938,second,1,1,100,None,"[1, 99]",dictator
194938,first,1,1,100,38,"[62, 38]",dictator
194952,second,1,1,100,None,"[50, 50]",dictator
194952,first,1,1,100,25,"[75, 25]",dictator
194953,first,1,1,100,2,"[98, 2]",dictator
194953,second,1,1,100,None,"[79, 21]",dictator
194995,second,1,1,100,None,"[90, 10]",dictator
194995,first,1,1,100,0,"[100, 0]",dictator
194996,first,1,1,100,50,"[50, 50]",dictator
194996,second,1,1,100,None,"[50, 50]",dictator
194997,second,1,1,100,None,"[50, 50]",dictator
194997,first,1,1,100,50,"[50, 50]",dictator
195001,first,1,1,100,50,"[50, 50]",dictator
195001,second,1,1,100,None,"[100, 0]",dictator
195775,first,1,1,100,25,"[75, 25]",dictator
195775,second,1,1,100,None,"[70, 30]",dictator
195776,first,1,1,100,50,"[50, 50]",dictator
195776,second,1,1,100,None,"[50, 50]",dictator
195837,first,1,1,100,0,"[100, 0]",dictator
195837,second,1,1,100,None,"[80, 20]",dictator
251204,first,1,1,100,24,"[76, 24]",dictator
251204,second,1,1,100,None,"[70, 30]",dictator
251263,second,1,1,0,None,"[0, 0]",dictator
251263,first,1,1,100,0,"[100, 0]",dictator
251340,first,1,1,100,39,"[61, 39]",dictator
251340,second,1,1,100,None,"[60, 40]",dictator
251341,first,1,1,100,10,"[90, 10]",dictator
251341,second,1,1,100,None,"[66, 34]",dictator
251342,second,1,1,100,None,"[90, 10]",dictator
251342,first,1,1,100,34,"[66, 34]",dictator
251344,first,1,1,100,86,"[14, 86]",dictator
251344,second,1,1,100,None,"[63, 37]",dictator
251347,second,1,1,100,None,"[61, 39]",dictator
251347,first,1,1,100,40,"[60, 40]",dictator
251348,second,1,1,100,None,"[55, 45]",dictator
251348,first,1,1,100,49,"[51, 49]",dictator
251350,first,1,1,0,1,"[0, 0]",dictator
251350,second,1,1,100,None,"[100, 0]",dictator
251355,second,1,1,100,None,"[76, 24]",dictator
251355,first,1,1,100,30,"[70, 30]",dictator
251356,first,1,1,100,34,"[66, 34]",dictator
251356,second,1,1,100,None,"[49, 51]",dictator
251357,first,1,1,100,50,"[50, 50]",dictator
251357,second,1,1,100,None,"[75, 25]",dictator
251361,second,1,1,100,None,"[98, 2]",dictator
251361,first,1,1,100,21,"[79, 21]",dictator
251389,second,1,1,100,None,"[55, 45]",dictator
251389,first,1,1,100,40,"[60, 40]",dictator
251429,first,1,1,100,99,"[1, 99]",dictator
251429,second,1,1,100,None,"[62, 38]",dictator
251431,second,1,1,100,None,"[66, 34]",dictator
251431,first,1,1,100,51,"[49, 51]",dictator
251432,second,1,1,100,None,"[75, 25]",dictator
251432,first,1,1,100,30,"[70, 30]",dictator
255971,second,1,1,100,None,"[51, 49]",dictator
255971,first,1,1,100,14,"[86, 14]",dictator
256161,first,1,1,100,0,[100],dictator
256164,second,1,1,100,None,"[100, 0]",dictator
256164,first,1,1,100,20,"[80, 20]",dictator
256166,first,1,1,100,45,"[55, 45]",dictator
256166,second,1,1,100,None,"[51, 49]",dictator
258149,second,1,1,100,None,"[82, 18]",dictator
258149,first,1,1,100,50,"[50, 50]",dictator
258237,first,1,1,100,50,"[50, 50]",dictator
249789,second,1,1,100,None,"[50, 50]",dictator
250149,second,1,1,100,None,"[100, 0]",dictator
250801,first,1,1,100,30,"[70, 30]",dictator
251053,second,1,1,100,None,"[100, 0]",dictator
251256,first,1,1,65,0,[65],dictator
251528,first,1,1,100,37,"[63, 37]",dictator
251609,first,1,1,100,0,"[100, 0]",dictator
251668,first,1,1,100,48,"[52, 48]",dictator
251680,first,1,1,100,0,"[100, 0]",dictator
251684,first,1,1,100,40,"[60, 40]",dictator
252729,first,1,1,100,31,"[69, 31]",dictator
252826,second,1,1,100,None,"[60, 40]",dictator
253003,second,1,1,100,None,"[70, 30]",dictator
253746,second,1,1,100,None,"[52, 48]",dictator
253963,second,1,1,100,None,"[63, 37]",dictator
254032,second,1,1,100,None,"[51, 49]",dictator
254131,first,1,1,100,46,"[54, 46]",dictator
254167,second,1,1,100,None,"[54, 46]",dictator
254399,second,1,1,100,None,"[69, 31]",dictator
254432,first,1,1,100,50,"[50, 50]",dictator
254552,first,1,1,100,49,"[51, 49]",dictator
365082,first,1,5,100,23,"[77, 23]",dictator
365082,first,2,5,100,25,"[75, 25]",dictator
365082,first,3,5,100,12,"[88, 12]",dictator
365082,first,4,5,100,63,"[37, 63]",dictator
365082,first,5,5,100,0,"[100, 0]",dictator
365119,first,1,5,100,25,"[75, 25]",dictator
365119,first,2,5,100,0,"[100, 0]",dictator
365119,first,3,5,100,49,"[51, 49]",dictator
365119,first,4,5,100,38,"[62, 38]",dictator
365119,first,5,5,100,30,"[70, 30]",dictator
365127,first,1,5,100,20,"[80, 20]",dictator
365127,first,2,5,100,25,"[75, 25]",dictator
365127,first,3,5,100,50,"[50, 50]",dictator
365127,first,4,5,100,75,"[25, 75]",dictator
365127,first,5,5,100,0,"[100, 0]",dictator
365164,first,1,5,100,38,"[62, 38]",dictator
365164,first,2,5,100,23,"[77, 23]",dictator
365164,first,3,5,100,31,"[69, 31]",dictator
365164,first,4,5,100,0,"[100, 0]",dictator
365164,first,5,5,100,35,"[65, 35]",dictator
365169,first,1,5,100,2,"[98, 2]",dictator
365169,first,2,5,100,1,"[99, 1]",dictator
365169,first,3,5,100,50,"[50, 50]",dictator
365169,first,4,5,100,60,"[40, 60]",dictator
365169,first,5,5,100,0,"[100, 0]",dictator
365208,first,1,5,100,25,"[75, 25]",dictator
365208,first,2,5,100,0,"[100, 0]",dictator
365208,first,3,5,100,0,"[100, 0]",dictator
365208,first,4,5,100,25,"[75, 25]",dictator
365208,first,5,5,100,50,"[50, 50]",dictator
365212,first,1,5,100,40,"[60, 40]",dictator
365212,first,2,5,100,35,"[65, 35]",dictator
365212,first,3,5,100,31,"[69, 31]",dictator
365212,first,4,5,100,24,"[76, 24]",dictator
365212,first,5,5,100,48,"[52, 48]",dictator
365219,first,1,5,100,30,"[70, 30]",dictator
365219,first,2,5,100,45,"[55, 45]",dictator
365219,first,3,5,100,37,"[63, 37]",dictator
365219,first,4,5,100,35,"[65, 35]",dictator
365219,first,5,5,100,14,"[86, 14]",dictator
365221,first,1,5,100,25,"[75, 25]",dictator
365221,first,2,5,100,40,"[60, 40]",dictator
365221,first,3,5,100,50,"[50, 50]",dictator
365221,first,4,5,100,40,"[60, 40]",dictator
365221,first,5,5,100,24,"[76, 24]",dictator
365228,first,1,5,100,35,"[65, 35]",dictator
365228,first,2,5,100,62,"[38, 62]",dictator
365228,first,3,5,100,10,"[90, 10]",dictator
365228,first,4,5,100,12,"[88, 12]",dictator
365228,first,5,5,100,20,"[80, 20]",dictator
365232,first,1,5,100,50,"[50, 50]",dictator
365232,first,2,5,100,25,"[75, 25]",dictator
365232,first,3,5,100,38,"[62, 38]",dictator
365232,first,4,5,100,0,"[100, 0]",dictator
365232,first,5,5,100,37,"[63, 37]",dictator
365234,first,1,5,100,25,"[75, 25]",dictator
365234,first,2,5,100,36,"[64, 36]",dictator
365234,first,3,5,100,53,"[47, 53]",dictator
365234,first,4,5,100,16,"[84, 16]",dictator
365234,first,5,5,100,30,"[70, 30]",dictator
365238,first,1,5,100,16,"[84, 16]",dictator
365238,first,2,5,100,81,"[19, 81]",dictator
365238,first,3,5,100,30,"[70, 30]",dictator
365238,first,4,5,100,0,"[100, 0]",dictator
365238,first,5,5,100,0,"[100, 0]",dictator
365248,first,1,5,100,47,"[53, 47]",dictator
365248,first,2,5,100,12,"[88, 12]",dictator
365248,first,3,5,100,50,"[50, 50]",dictator
365248,first,4,5,100,63,"[37, 63]",dictator
365248,first,5,5,100,0,"[100, 0]",dictator
365255,first,1,5,100,0,"[100, 0]",dictator
365255,first,2,5,100,25,"[75, 25]",dictator
365255,first,3,5,100,50,"[50, 50]",dictator
365255,first,4,5,100,21,"[79, 21]",dictator
365255,first,5,5,100,23,"[77, 23]",dictator
365264,first,1,5,100,30,"[70, 30]",dictator
365264,first,2,5,100,15,"[85, 15]",dictator
365264,first,3,5,100,31,"[69, 31]",dictator
365264,first,4,5,100,0,"[100, 0]",dictator
365264,first,5,5,100,29,"[71, 29]",dictator
365267,first,1,5,100,30,"[70, 30]",dictator
365267,first,2,5,100,50,"[50, 50]",dictator
365267,first,3,5,100,41,"[59, 41]",dictator
365267,first,4,5,100,32,"[68, 32]",dictator
365267,first,5,5,100,49,"[51, 49]",dictator
365280,first,1,5,100,14,"[86, 14]",dictator
365280,first,2,5,100,0,"[100, 0]",dictator
365280,first,3,5,100,0,"[100, 0]",dictator
365280,first,4,5,100,0,"[100, 0]",dictator
365280,first,5,5,100,0,"[100, 0]",dictator
365283,first,1,5,100,49,"[51, 49]",dictator
365283,first,2,5,100,32,"[68, 32]",dictator
365283,first,3,5,100,28,"[72, 28]",dictator
365283,first,5,5,100,50,"[50, 50]",dictator
365285,first,1,5,100,25,"[75, 25]",dictator
365285,first,2,5,100,0,"[100, 0]",dictator
365285,first,3,5,100,50,"[50, 50]",dictator
365285,first,4,5,100,11,"[89, 11]",dictator
365285,first,5,5,100,38,"[62, 38]",dictator
365287,first,1,5,100,35,"[65, 35]",dictator
365287,first,2,5,100,45,"[55, 45]",dictator
365287,first,3,5,100,39,"[61, 39]",dictator
365287,first,4,5,100,0,"[100, 0]",dictator
365287,first,5,5,100,50,"[50, 50]",dictator
365288,first,1,5,100,25,"[75, 25]",dictator
365288,first,2,5,100,10,"[90, 10]",dictator
365288,first,3,5,100,0,"[100, 0]",dictator
365288,first,4,5,100,35,"[65, 35]",dictator
365288,first,5,5,100,50,"[50, 50]",dictator
365301,first,1,5,100,40,"[60, 40]",dictator
365301,first,2,5,100,40,"[60, 40]",dictator
365301,first,3,5,100,21,"[79, 21]",dictator
365301,first,4,5,100,14,"[86, 14]",dictator
365301,first,5,5,100,50,"[50, 50]",dictator
365306,first,1,5,100,1,"[99, 1]",dictator
365306,first,2,5,100,0,"[100, 0]",dictator
365306,first,3,5,100,50,"[50, 50]",dictator
365306,first,5,5,100,99,"[1, 99]",dictator
365307,first,1,5,100,22,"[78, 22]",dictator
365307,first,2,5,100,12,"[88, 12]",dictator
365307,first,3,5,100,38,"[62, 38]",dictator
365307,first,4,5,100,32,"[68, 32]",dictator
365307,first,5,5,100,48,"[52, 48]",dictator
365310,first,1,5,100,11,"[89, 11]",dictator
365310,first,2,5,100,0,"[100, 0]",dictator
365310,first,3,5,100,6,"[94, 6]",dictator
365310,first,4,5,100,5,"[95, 5]",dictator
365310,first,5,5,100,0,"[100, 0]",dictator
365312,first,1,5,100,0,"[100, 0]",dictator
365312,first,2,5,100,50,"[50, 50]",dictator
365312,first,3,5,100,47,"[53, 47]",dictator
365312,first,4,5,100,42,"[58, 42]",dictator
365312,first,5,5,100,35,"[65, 35]",dictator
365318,first,1,5,100,0,"[100, 0]",dictator
365318,first,2,5,100,25,"[75, 25]",dictator
365318,first,3,5,100,31,"[69, 31]",dictator
365318,first,4,5,100,50,"[50, 50]",dictator
365318,first,5,5,100,56,"[44, 56]",dictator
365580,first,1,5,100,30,"[70, 30]",dictator
365580,first,2,5,100,40,"[60, 40]",dictator
365580,first,3,5,100,50,"[50, 50]",dictator
365580,first,4,5,100,45,"[55, 45]",dictator
365580,first,5,5,100,55,"[45, 55]",dictator
365931,first,1,5,100,20,"[80, 20]",dictator
365931,first,2,5,100,25,"[75, 25]",dictator
365931,first,3,5,100,30,"[70, 30]",dictator
365931,first,4,5,100,36,"[64, 36]",dictator
365931,first,5,5,100,40,"[60, 40]",dictator
365974,first,1,5,100,0,"[100, 0]",dictator
365974,first,2,5,100,65,"[35, 65]",dictator
365974,first,3,5,100,44,"[56, 44]",dictator
365974,first,4,5,100,42,"[58, 42]",dictator
365974,first,5,5,100,11,"[89, 11]",dictator
365981,first,1,5,100,48,"[52, 48]",dictator
365981,first,2,5,100,15,"[85, 15]",dictator
365981,first,3,5,100,70,"[30, 70]",dictator
365981,first,4,5,100,0,"[100, 0]",dictator
365981,first,5,5,100,90,"[10, 90]",dictator
365992,first,1,5,100,39,"[61, 39]",dictator
365992,first,2,5,100,50,"[50, 50]",dictator
365992,first,3,5,100,50,"[50, 50]",dictator
365992,first,4,5,100,43,"[57, 43]",dictator
365992,first,5,5,100,45,"[55, 45]",dictator
366005,first,1,5,100,25,"[75, 25]",dictator
366005,first,2,5,100,50,"[50, 50]",dictator
366005,first,3,5,100,0,"[100, 0]",dictator
366005,first,4,5,100,25,"[75, 25]",dictator
366005,first,5,5,100,75,"[25, 75]",dictator
366020,first,1,5,100,0,"[100, 0]",dictator
366020,first,2,5,100,30,"[70, 30]",dictator
366020,first,3,5,100,20,"[80, 20]",dictator
366020,first,4,5,100,40,"[60, 40]",dictator
366020,first,5,5,100,0,"[100, 0]",dictator
366089,first,1,5,100,50,"[50, 50]",dictator
366089,first,2,5,100,0,"[100, 0]",dictator
366089,first,3,5,100,20,"[80, 20]",dictator
366089,first,4,5,100,40,"[60, 40]",dictator
366089,first,5,5,100,0,"[100, 0]",dictator
366240,first,1,5,100,20,"[80, 20]",dictator
366240,first,2,5,100,6,"[94, 6]",dictator
366240,first,3,5,100,45,"[55, 45]",dictator
366240,first,4,5,100,50,"[50, 50]",dictator
366240,first,5,5,100,0,"[100, 0]",dictator
366273,first,1,5,100,18,"[82, 18]",dictator
366273,first,2,5,100,34,"[66, 34]",dictator
366273,first,3,5,100,25,"[75, 25]",dictator
366273,first,4,5,100,22,"[78, 22]",dictator
366273,first,5,5,100,24,"[76, 24]",dictator
366290,first,1,5,100,10,"[90, 10]",dictator
366290,first,2,5,100,3,"[97, 3]",dictator
366290,first,3,5,100,77,"[23, 77]",dictator
366290,first,4,5,100,0,"[100, 0]",dictator
366290,first,5,5,100,0,"[100, 0]",dictator
366571,first,1,5,100,33,"[67, 33]",dictator
