UserID,Role,Round,totalRound,Total,move,roundResult,gameType
89027,second,1,3,100,None,"[51, 49]",dictator
89027,second,2,3,100,None,"[54, 46]",dictator
89027,second,3,3,100,None,"[50, 50]",dictator
95194,second,1,1,100,None,"[100, 0]",dictator
95199,first,1,3,100,0,"[100, 0]",dictator
95199,first,2,3,100,0,"[100, 0]",dictator
95199,first,3,3,100,0,"[100, 0]",dictator
95318,first,1,3,100,50,"[50, 50]",dictator
95318,first,2,3,100,50,"[50, 50]",dictator
95318,first,3,3,100,2,"[98, 2]",dictator
95318,second,1,1,100,None,"[51, 49]",dictator
100412,second,1,3,100,None,"[97, 3]",dictator
100412,second,2,3,100,None,"[100, 0]",dictator
100412,second,3,3,100,None,"[100, 0]",dictator
100412,second,1,1,100,None,"[75, 25]",dictator
100477,first,1,1,100,36,"[64, 36]",dictator
100544,first,1,1,100,0,"[100, 0]",dictator
100568,second,1,3,100,None,"[80, 20]",dictator
100568,second,2,3,100,None,"[65, 35]",dictator
100568,second,3,3,100,None,"[51, 49]",dictator
100569,first,1,3,100,49,"[51, 49]",dictator
100569,first,2,3,100,46,"[54, 46]",dictator
100569,first,3,3,100,50,"[50, 50]",dictator
100579,first,1,3,100,48,"[52, 48]",dictator
100579,first,2,3,100,40,"[60, 40]",dictator
100579,first,3,3,100,50,"[50, 50]",dictator
100579,second,1,1,100,None,"[65, 35]",dictator
100595,second,1,3,100,None,"[56, 44]",dictator
100595,second,2,3,100,None,"[43, 57]",dictator
100595,second,3,3,100,None,"[55, 45]",dictator
109010,first,1,3,100,0,"[100, 0]",dictator
109010,first,2,3,100,0,"[100, 0]",dictator
109010,first,3,3,100,0,"[100, 0]",dictator
109010,first,1,1,100,0,"[100, 0]",dictator
109031,second,1,3,100,None,"[50, 50]",dictator
109031,second,2,3,100,None,"[52, 48]",dictator
109031,second,3,3,100,None,"[17, 83]",dictator
109032,first,1,3,100,46,"[54, 46]",dictator
109032,first,2,3,100,39,"[61, 39]",dictator
109032,first,3,3,100,0,"[100, 0]",dictator
109033,first,1,3,100,6,"[94, 6]",dictator
109033,first,2,3,100,16,"[84, 16]",dictator
109033,first,3,3,100,37,"[63, 37]",dictator
109041,second,1,3,100,None,"[100, 0]",dictator
109041,second,2,3,100,None,"[100, 0]",dictator
109041,second,3,3,100,None,"[100, 0]",dictator
109041,first,1,1,100,50,"[50, 50]",dictator
109125,second,1,3,100,None,"[60, 40]",dictator
109125,second,2,3,100,None,"[99, 1]",dictator
109125,second,3,3,100,None,"[1, 99]",dictator
109126,second,1,3,100,None,"[75, 25]",dictator
109126,second,2,3,100,None,"[75, 25]",dictator
109126,second,3,3,100,None,"[75, 25]",dictator
109126,first,1,1,100,50,"[50, 50]",dictator
109145,first,1,3,100,0,"[100, 0]",dictator
109145,first,2,3,100,0,"[100, 0]",dictator
109145,first,3,3,100,0,"[100, 0]",dictator
109145,first,1,1,100,0,"[100, 0]",dictator
109153,second,1,3,100,None,"[50, 50]",dictator
109153,second,2,3,100,None,"[50, 50]",dictator
109153,second,3,3,100,None,"[98, 2]",dictator
109153,second,1,1,100,None,"[80, 20]",dictator
109162,first,1,3,100,40,"[60, 40]",dictator
109162,first,2,3,100,40,"[60, 40]",dictator
109162,first,3,3,100,40,"[60, 40]",dictator
109162,first,1,1,100,20,"[80, 20]",dictator
109183,second,1,3,100,None,"[80, 20]",dictator
109183,second,2,3,100,None,"[70, 30]",dictator
109183,second,3,3,100,None,"[70, 30]",dictator
109183,first,1,1,100,50,"[50, 50]",dictator
109187,second,1,3,100,None,"[100, 0]",dictator
109187,second,2,3,100,None,"[100, 0]",dictator
109187,second,3,3,100,None,"[100, 0]",dictator
109187,first,1,1,100,50,"[50, 50]",dictator
109202,first,1,3,100,25,"[75, 25]",dictator
109202,first,2,3,100,25,"[75, 25]",dictator
109202,first,3,3,100,25,"[75, 25]",dictator
109202,first,1,1,100,25,"[75, 25]",dictator
109204,first,1,3,100,20,"[80, 20]",dictator
109204,first,2,3,100,35,"[65, 35]",dictator
109204,first,3,3,100,49,"[51, 49]",dictator
109210,second,1,3,100,None,"[100, 0]",dictator
109210,second,2,3,100,None,"[63, 37]",dictator
109210,second,3,3,100,None,"[56, 44]",dictator
109216,first,1,3,100,34,"[66, 34]",dictator
109216,first,2,3,100,0,"[100, 0]",dictator
109216,first,3,3,100,2,"[98, 2]",dictator
109266,second,1,3,100,None,"[50, 50]",dictator
109266,second,2,3,100,None,"[100, 0]",dictator
109266,second,3,3,100,None,"[100, 0]",dictator
109266,second,1,1,100,None,"[100, 0]",dictator
109270,second,1,3,100,None,"[30, 70]",dictator
109270,second,2,3,100,None,"[100, 0]",dictator
109270,second,3,3,100,None,"[100, 0]",dictator
109288,second,1,1,100,None,"[50, 50]",dictator
109308,second,3,3,100,None,"[59, 41]",dictator
109308,first,1,1,100,99,"[1, 99]",dictator
109345,second,1,3,100,None,"[60, 40]",dictator
109345,second,2,3,100,None,"[70, 30]",dictator
109345,second,3,3,100,None,"[100, 0]",dictator
109345,second,1,1,100,None,"[100, 0]",dictator
109347,first,1,3,100,40,"[60, 40]",dictator
109347,first,2,3,100,30,"[70, 30]",dictator
109347,first,3,3,100,0,"[100, 0]",dictator
109347,first,1,1,100,25,"[75, 25]",dictator
109422,first,1,3,100,40,"[60, 40]",dictator
109422,first,2,3,100,39,"[61, 39]",dictator
109422,first,3,3,100,40,"[60, 40]",dictator
109422,first,1,1,100,0,"[100, 0]",dictator
109425,second,1,3,100,None,"[51, 49]",dictator
109425,second,2,3,100,None,"[50, 50]",dictator
109425,second,3,3,100,None,"[75, 25]",dictator
109426,second,1,3,100,None,"[66, 34]",dictator
109426,second,2,3,100,None,"[100, 0]",dictator
109426,second,3,3,100,None,"[98, 2]",dictator
109435,second,1,3,100,None,"[71, 29]",dictator
109435,second,2,3,100,None,"[60, 40]",dictator
109435,second,3,3,100,None,"[66, 34]",dictator
109435,second,1,1,100,None,"[75, 25]",dictator
109456,first,1,3,100,20,"[80, 20]",dictator
109456,first,2,3,100,30,"[70, 30]",dictator
109456,first,3,3,100,30,"[70, 30]",dictator
109464,first,1,3,100,50,"[50, 50]",dictator
109464,first,2,3,100,0,"[100, 0]",dictator
109464,first,3,3,100,0,"[100, 0]",dictator
109464,second,1,1,100,None,"[1, 99]",dictator
109465,first,1,3,100,34,"[66, 34]",dictator
109465,first,2,3,100,41,"[59, 41]",dictator
109465,first,3,3,100,38,"[62, 38]",dictator
109469,second,1,3,100,None,"[60, 40]",dictator
109469,second,2,3,100,None,"[61, 39]",dictator
109469,second,3,3,100,None,"[60, 40]",dictator
109469,second,1,1,100,None,"[50, 50]",dictator
109476,second,1,3,100,None,"[50, 50]",dictator
109476,second,2,3,100,None,"[50, 50]",dictator
109476,second,3,3,100,None,"[50, 50]",dictator
109476,first,1,1,100,0,"[100, 0]",dictator
109760,first,1,3,100,70,"[30, 70]",dictator
109760,first,2,3,100,0,"[100, 0]",dictator
109760,first,3,3,100,0,"[100, 0]",dictator
110291,second,1,3,100,None,"[75, 25]",dictator
110291,second,2,3,100,None,"[75, 25]",dictator
110291,second,3,3,100,None,"[65, 35]",dictator
110711,first,1,3,100,50,"[50, 50]",dictator
110711,first,2,3,100,50,"[50, 50]",dictator
110711,first,3,3,100,50,"[50, 50]",dictator
110874,first,1,3,100,50,"[50, 50]",dictator
110874,first,2,3,100,80,"[20, 80]",dictator
110874,first,3,3,100,50,"[50, 50]",dictator
110966,first,1,3,100,53,"[47, 53]",dictator
110966,first,2,3,100,25,"[75, 25]",dictator
110966,first,3,3,100,76,"[24, 76]",dictator
111012,first,1,3,100,0,"[100, 0]",dictator
111012,first,2,3,100,37,"[63, 37]",dictator
111012,first,3,3,100,44,"[56, 44]",dictator
111016,second,1,3,100,None,"[50, 50]",dictator
111016,second,2,3,100,None,"[50, 50]",dictator
111016,second,3,3,100,None,"[50, 50]",dictator
111016,first,1,1,50,0,[50],dictator
111020,first,1,3,100,29,"[71, 29]",dictator
111020,first,2,3,100,40,"[60, 40]",dictator
111020,first,3,3,100,34,"[66, 34]",dictator
111032,first,1,3,100,52,"[48, 52]",dictator
111032,first,2,3,100,50,"[50, 50]",dictator
111032,first,3,3,100,40,"[60, 40]",dictator
111495,second,1,3,100,None,"[66, 34]",dictator
111495,second,2,3,100,None,"[59, 41]",dictator
111495,second,3,3,100,None,"[62, 38]",dictator
111495,first,1,1,100,35,"[65, 35]",dictator
111851,second,1,3,100,None,"[48, 52]",dictator
111851,second,2,3,100,None,"[50, 50]",dictator
111851,second,3,3,100,None,"[60, 40]",dictator
112116,second,1,1,100,None,"[51, 49]",dictator
112191,second,1,3,100,None,"[60, 40]",dictator
112191,second,2,3,100,None,"[60, 40]",dictator
112191,second,3,3,100,None,"[60, 40]",dictator
112890,first,1,3,100,40,"[60, 40]",dictator
112890,first,2,3,100,1,"[99, 1]",dictator
112890,first,3,3,100,99,"[1, 99]",dictator
112890,second,1,1,100,None,"[99, 1]",dictator
112892,first,1,3,100,3,"[97, 3]",dictator
112892,first,2,3,100,0,"[100, 0]",dictator
112892,first,3,3,100,0,"[100, 0]",dictator
112892,second,1,1,100,None,"[50, 50]",dictator
112920,first,1,3,100,44,"[56, 44]",dictator
112920,first,2,3,100,57,"[43, 57]",dictator
112920,first,3,3,100,45,"[55, 45]",dictator
112920,second,1,1,100,None,"[100, 0]",dictator
112922,second,1,3,100,None,"[94, 6]",dictator
112922,second,2,3,100,None,"[84, 16]",dictator
112922,second,3,3,100,None,"[63, 37]",dictator
112922,first,1,1,100,49,"[51, 49]",dictator
112923,second,1,3,100,None,"[47, 53]",dictator
112923,second,2,3,100,None,"[75, 25]",dictator
112923,second,3,3,100,None,"[24, 76]",dictator
112924,second,1,3,100,None,"[100, 0]",dictator
112924,second,2,3,100,None,"[67, 33]",dictator
112924,second,3,3,100,None,"[100, 0]",dictator
112926,second,1,3,100,None,"[100, 0]",dictator
112926,second,2,3,100,None,"[100, 0]",dictator
112926,second,3,3,100,None,"[100, 0]",dictator
112928,first,1,3,100,0,[100],dictator
112928,first,2,3,50,0,[50],dictator
112928,first,3,3,0,1,"[0, 0]",dictator
112928,first,1,1,100,50,"[50, 50]",dictator
112930,first,1,3,100,50,"[50, 50]",dictator
112930,first,2,3,100,50,"[50, 50]",dictator
112930,first,3,3,100,50,"[50, 50]",dictator
112931,second,1,3,100,None,"[52, 48]",dictator
112931,second,2,3,100,None,"[60, 40]",dictator
112931,second,3,3,100,None,"[50, 50]",dictator
112931,second,1,1,100,None,"[100, 0]",dictator
112934,second,2,3,100,None,"[98, 2]",dictator
112934,second,3,3,100,None,"[50, 50]",dictator
112936,second,1,1,100,None,"[50, 50]",dictator
112943,second,1,3,100,None,"[50, 50]",dictator
112943,second,2,3,100,None,"[20, 80]",dictator
112943,second,3,3,100,None,"[50, 50]",dictator
112943,first,1,1,100,49,"[51, 49]",dictator
112945,first,1,3,100,26,"[74, 26]",dictator
112945,first,2,3,100,34,"[66, 34]",dictator
112945,first,3,3,100,48,"[52, 48]",dictator
112946,second,1,3,100,None,"[74, 26]",dictator
112946,second,2,3,100,None,"[66, 34]",dictator
112946,second,3,3,100,None,"[52, 48]",dictator
112950,second,1,1,100,None,"[50, 50]",dictator
113033,second,1,1,100,None,"[50, 50]",dictator
113419,second,1,1,100,None,"[64, 36]",dictator
114193,first,1,3,100,25,"[75, 25]",dictator
114193,first,2,3,100,25,"[75, 25]",dictator
114193,first,3,3,100,35,"[65, 35]",dictator
114222,first,1,3,80,0,[80],dictator
114222,first,2,3,53,0,[53],dictator
114222,first,3,3,100,41,"[59, 41]",dictator
114223,first,1,3,100,49,"[51, 49]",dictator
114223,first,2,3,100,50,"[50, 50]",dictator
114223,first,3,3,100,25,"[75, 25]",dictator
115892,second,1,3,100,None,"[54, 46]",dictator
115892,second,2,3,100,None,"[61, 39]",dictator
115892,second,3,3,100,None,"[100, 0]",dictator
115892,first,1,1,100,50,"[50, 50]",dictator
115894,first,2,3,100,2,"[98, 2]",dictator
115894,first,3,3,100,50,"[50, 50]",dictator
123417,first,1,3,100,50,"[50, 50]",dictator
123417,first,2,3,100,48,"[52, 48]",dictator
123417,first,3,3,100,83,"[17, 83]",dictator
123421,first,1,3,100,0,"[100, 0]",dictator
123421,first,2,3,100,33,"[67, 33]",dictator
123421,first,3,3,100,0,"[100, 0]",dictator
123421,first,1,1,100,1,"[99, 1]",dictator
391928,first,1,1,10,5,"[5, 5]",dictator
392554,first,1,1,10,0,"[10, 0]",dictator
430649,second,1,1,10,None,"[6, 4]",dictator
459211,first,1,1,10,4,"[6, 4]",dictator
459215,second,1,1,10,None,"[5, 5]",dictator
459242,second,1,1,10,None,"[10, 0]",dictator
459267,second,1,1,10,None,"[5, 5]",dictator
459275,first,1,1,9,0,[9],dictator
459397,first,1,1,10,5,"[5, 5]",dictator
459567,second,1,1,10,None,"[5, 5]",dictator
459623,first,1,1,10,0,"[10, 0]",dictator
459953,first,1,1,10,5,"[5, 5]",dictator
460196,first,1,1,10,3,"[7, 3]",dictator
460216,second,1,1,10,None,"[10, 0]",dictator
460457,second,1,1,10,None,"[7, 3]",dictator
460533,first,1,1,10,0,"[10, 0]",dictator
460597,first,1,1,10,5,"[5, 5]",dictator
460598,second,1,1,10,None,"[5, 5]",dictator
461789,second,1,1,10,None,"[10, 0]",dictator
176030,first,1,1,5,0,"[5, 0]",dictator
227312,second,1,1,5,None,"[5, 0]",dictator
227317,first,1,1,3,0,[3],dictator
227408,first,1,1,5,2,"[3, 2]",dictator
227410,first,1,1,5,0,"[5, 0]",dictator
227444,second,1,1,5,None,"[2, 3]",dictator
227451,first,1,1,5,0,"[5, 0]",dictator
227618,second,1,1,5,None,"[5, 0]",dictator
227637,second,1,1,5,None,"[5, 0]",dictator
227697,first,1,1,5,3,"[2, 3]",dictator
227924,first,1,1,5,0,"[5, 0]",dictator
227946,second,1,1,5,None,"[5, 0]",dictator
228057,first,1,1,5,0,"[5, 0]",dictator
228073,second,1,1,5,None,"[3, 2]",dictator
228098,first,1,1,5,0,"[5, 0]",dictator
228114,second,1,1,5,None,"[5, 0]",dictator
228164,first,1,1,5,0,"[5, 0]",dictator
228166,first,1,1,5,0,"[5, 0]",dictator
228171,first,1,1,5,1,"[4, 1]",dictator
228176,second,1,1,5,None,"[4, 1]",dictator
228201,second,1,1,5,None,"[5, 0]",dictator
229338,second,1,1,5,None,"[5, 0]",dictator
235007,second,1,1,5,None,"[5, 0]",dictator
227545,first,1,1,5,0,"[5, 0]",dictator
286761,first,1,1,5,1,"[4, 1]",dictator
286782,second,1,1,5,None,"[1, 4]",dictator
286832,second,1,1,5,None,"[5, 0]",dictator
286897,first,1,1,5,1,"[4, 1]",dictator
287315,second,1,1,5,None,"[5, 0]",dictator
287327,first,1,1,5,4,"[1, 4]",dictator
287329,second,1,1,5,None,"[4, 1]",dictator
287399,first,1,1,5,1,"[4, 1]",dictator
287425,first,1,1,5,0,"[5, 0]",dictator
287435,second,1,1,5,None,"[5, 0]",dictator
287468,second,1,1,5,None,"[4, 1]",dictator
290210,second,1,1,5,None,"[4, 1]",dictator
293631,first,1,1,5,0,"[5, 0]",dictator
120027,second,1,1,10,None,"[7, 3]",dictator
120027,first,1,1,10,0,"[10, 0]",dictator
120027,first,1,1,10,2,"[8, 2]",dictator
122450,first,1,1,10,5,"[5, 5]",dictator
122450,first,1,1,10,4,"[6, 4]",dictator
122450,second,1,1,10,None,"[5, 5]",dictator
122450,second,1,1,10,None,"[10, 0]",dictator
127712,first,1,1,0,1,"[0, 0]",dictator
127712,second,1,1,10,None,"[10, 0]",dictator
127712,second,1,1,10,None,"[5, 5]",dictator
127712,first,1,1,0,1,"[0, 0]",dictator
127810,second,1,1,10,None,"[10, 0]",dictator
127810,first,1,1,10,3,"[7, 3]",dictator
127810,first,1,1,10,3,"[7, 3]",dictator
127810,second,1,1,10,None,"[4, 6]",dictator
127813,first,1,1,10,0,"[10, 0]",dictator
127813,first,1,1,10,0,"[10, 0]",dictator
127813,second,1,1,10,None,"[7, 3]",dictator
127813,second,1,1,10,None,"[10, 0]",dictator
127814,second,1,1,10,None,"[8, 2]",dictator
127814,first,1,1,10,4,"[6, 4]",dictator
127814,first,1,1,10,8,"[2, 8]",dictator
127814,second,1,1,10,None,"[5, 5]",dictator
127815,second,1,1,10,None,"[10, 0]",dictator
127815,first,1,1,10,1,"[9, 1]",dictator
127815,first,1,1,10,3,"[7, 3]",dictator
127815,second,1,1,10,None,"[8, 2]",dictator
127818,second,1,1,10,None,"[5, 5]",dictator
127818,second,1,1,10,None,"[10, 0]",dictator
127818,first,1,1,10,0,"[10, 0]",dictator
127819,second,1,1,10,None,"[6, 4]",dictator
127819,first,1,1,10,3,"[7, 3]",dictator
127819,first,1,1,10,4,"[6, 4]",dictator
127819,second,1,1,10,None,"[5, 5]",dictator
127821,first,1,1,10,5,"[5, 5]",dictator
127821,first,1,1,10,0,"[10, 0]",dictator
127821,second,1,1,10,None,"[5, 5]",dictator
127821,second,1,1,0,None,"[0, 0]",dictator
127822,first,1,1,10,5,"[5, 5]",dictator
127822,second,1,1,10,None,"[3, 7]",dictator
127822,first,1,1,5,0,[5],dictator
127823,second,1,1,10,None,"[10, 0]",dictator
127823,first,1,1,10,2,"[8, 2]",dictator
127823,first,1,1,10,0,"[10, 0]",dictator
127823,second,1,1,10,None,"[8, 2]",dictator
127824,first,1,1,10,0,"[10, 0]",dictator
127824,second,1,1,10,None,"[5, 5]",dictator
127824,second,1,1,10,None,"[7, 3]",dictator
127824,first,1,1,10,5,"[5, 5]",dictator
127828,second,1,1,10,None,"[5, 5]",dictator
127828,first,1,1,10,5,"[5, 5]",dictator
127828,first,1,1,10,5,"[5, 5]",dictator
127828,second,1,1,10,None,"[7, 3]",dictator
127830,first,1,1,10,2,"[8, 2]",dictator
127830,second,1,1,10,None,"[10, 0]",dictator
127830,second,1,1,10,None,"[8, 2]",dictator
127830,first,1,1,10,5,"[5, 5]",dictator
127839,second,1,1,10,None,"[10, 0]",dictator
127839,first,1,1,10,0,"[10, 0]",dictator
127839,first,1,1,10,0,"[10, 0]",dictator
127839,second,1,1,10,None,"[5, 5]",dictator
127840,first,1,1,10,2,"[8, 2]",dictator
127840,second,1,1,10,None,"[7, 3]",dictator
127840,second,1,1,10,None,"[7, 3]",dictator
127840,first,1,1,10,5,"[5, 5]",dictator
127841,first,1,1,10,0,"[10, 0]",dictator
127841,second,1,1,10,None,"[6, 4]",dictator
127841,second,1,1,10,None,"[10, 0]",dictator
127841,first,1,1,10,0,"[10, 0]",dictator
127842,second,1,1,10,None,"[9, 1]",dictator
127842,first,1,1,10,0,"[10, 0]",dictator
127842,first,1,1,10,0,"[10, 0]",dictator
127843,second,1,1,0,None,"[0, 0]",dictator
127843,second,1,1,10,None,"[10, 0]",dictator
127843,first,1,1,10,5,"[5, 5]",dictator
127843,first,1,1,10,5,"[5, 5]",dictator
127844,second,1,1,10,None,"[5, 5]",dictator
127844,first,1,1,10,2,"[8, 2]",dictator
127844,first,1,1,10,5,"[5, 5]",dictator
127844,second,1,1,10,None,"[8, 2]",dictator
127845,second,1,1,10,None,"[10, 0]",dictator
127845,first,1,1,10,0,[10],dictator
127845,first,1,1,10,0,"[10, 0]",dictator
127845,first,1,1,10,0,[10],dictator
127846,first,1,1,10,0,"[10, 0]",dictator
127846,second,1,1,10,None,"[5, 5]",dictator
127846,second,1,1,10,None,"[10, 0]",dictator
127846,first,1,1,10,2,"[8, 2]",dictator
127847,first,1,1,10,4,"[6, 4]",dictator
127847,first,1,1,10,5,"[5, 5]",dictator
127847,second,1,1,10,None,"[6, 4]",dictator
127847,second,1,1,10,None,"[10, 0]",dictator
127848,first,1,1,10,6,"[4, 6]",dictator
127848,second,1,1,10,None,"[7, 3]",dictator
127848,second,1,1,10,None,"[5, 5]",dictator
127848,first,1,1,10,6,"[4, 6]",dictator
127849,first,1,1,10,0,"[10, 0]",dictator
127849,second,1,1,10,None,"[7, 3]",dictator
127849,second,1,1,10,None,"[10, 0]",dictator
127849,first,1,1,10,1,"[9, 1]",dictator
127850,second,1,1,10,None,"[4, 6]",dictator
127850,first,1,1,10,5,"[5, 5]",dictator
127850,first,1,1,10,5,"[5, 5]",dictator
127850,second,1,1,10,None,"[8, 2]",dictator
127851,second,1,1,10,None,"[10, 0]",dictator
127851,first,1,1,10,0,"[10, 0]",dictator
127851,first,1,1,10,0,"[10, 0]",dictator
127851,second,1,1,10,None,"[5, 5]",dictator
127852,second,1,1,10,None,"[9, 1]",dictator
127852,second,1,1,10,None,"[10, 0]",dictator
127852,first,1,1,10,2,"[8, 2]",dictator
127854,second,1,1,10,None,"[8, 2]",dictator
127854,second,1,1,10,None,"[10, 0]",dictator
127854,first,1,1,10,3,"[7, 3]",dictator
127854,first,1,1,10,0,"[10, 0]",dictator
127855,first,1,1,7,0,[7],dictator
127855,second,1,1,10,None,"[8, 2]",dictator
127855,first,1,1,6,0,[6],dictator
127855,first,1,1,10,2,"[8, 2]",dictator
127858,second,1,1,10,None,"[5, 5]",dictator
127858,second,1,1,10,None,"[6, 4]",dictator
127858,first,1,1,10,7,"[3, 7]",dictator
127858,first,1,1,10,5,"[5, 5]",dictator
127859,second,1,1,10,None,"[10, 0]",dictator
127859,second,1,1,10,None,"[8, 2]",dictator
127859,first,1,1,10,3,"[7, 3]",dictator
127859,first,1,1,10,2,"[8, 2]",dictator
127860,second,1,1,10,None,"[7, 3]",dictator
127860,first,1,1,10,1,"[9, 1]",dictator
127860,second,1,1,10,None,"[10, 0]",dictator
127861,first,1,1,10,0,"[10, 0]",dictator
127861,first,1,1,10,5,"[5, 5]",dictator
127861,second,1,1,10,None,"[10, 0]",dictator
127861,second,1,1,10,None,"[5, 5]",dictator
127862,first,1,1,10,0,"[10, 0]",dictator
127862,second,1,1,10,None,"[5, 5]",dictator
127862,second,1,1,10,None,"[7, 3]",dictator
127862,first,1,1,10,0,"[10, 0]",dictator
127863,first,1,1,10,2,"[8, 2]",dictator
127863,first,1,1,10,5,"[5, 5]",dictator
127863,second,1,1,10,None,"[2, 8]",dictator
127863,second,1,1,10,None,"[10, 0]",dictator
127864,second,1,1,10,None,"[8, 2]",dictator
127864,first,1,1,10,3,"[7, 3]",dictator
127864,first,1,1,10,2,"[8, 2]",dictator
127864,second,1,1,10,None,"[9, 1]",dictator
127866,first,1,1,10,3,"[7, 3]",dictator
176020,second,1,1,100,None,"[50, 50]",dictator
176020,first,1,1,100,25,"[75, 25]",dictator
176020,first,1,1,100,0,"[100, 0]",dictator
176020,second,1,1,100,None,"[100, 0]",dictator
176020,first,1,1,100,20,"[80, 20]",dictator
176020,first,1,1,100,40,"[60, 40]",dictator
176022,second,1,1,100,None,"[50, 50]",dictator
176022,first,1,1,100,50,"[50, 50]",dictator
176022,second,1,1,100,None,"[100, 0]",dictator
176022,first,1,1,100,50,"[50, 50]",dictator
176022,second,1,1,100,None,"[100, 0]",dictator
176022,second,1,1,100,None,"[50, 50]",dictator
176024,second,1,1,100,None,"[80, 20]",dictator
176024,first,1,1,100,40,"[60, 40]",dictator
176024,second,1,1,100,None,"[100, 0]",dictator
176024,first,1,1,100,35,"[65, 35]",dictator
176024,first,1,1,100,50,"[50, 50]",dictator
176024,second,1,1,100,None,"[50, 50]",dictator
176025,first,1,1,0,1,"[0, 0]",dictator
176025,second,1,1,100,None,"[50, 50]",dictator
176025,second,1,1,100,None,"[55, 45]",dictator
176025,first,1,1,100,45,"[55, 45]",dictator
176025,first,1,1,100,50,"[50, 50]",dictator
176025,second,1,1,100,None,"[50, 50]",dictator
176026,first,1,1,100,50,"[50, 50]",dictator
176026,first,1,1,100,50,"[50, 50]",dictator
176026,second,1,1,100,None,"[50, 50]",dictator
176026,first,1,1,100,60,"[40, 60]",dictator
176026,first,1,1,100,50,"[50, 50]",dictator
176026,first,1,1,100,50,"[50, 50]",dictator
176028,second,1,1,100,None,"[80, 20]",dictator
176028,first,1,1,100,40,"[60, 40]",dictator
176028,first,1,1,100,17,"[83, 17]",dictator
176028,second,1,1,100,None,"[76, 24]",dictator
176028,first,1,1,100,60,"[40, 60]",dictator
176028,first,1,1,100,70,"[30, 70]",dictator
176029,first,1,1,100,50,"[50, 50]",dictator
176029,second,1,1,100,None,"[100, 0]",dictator
176029,second,1,1,100,None,"[100, 0]",dictator
176029,first,1,1,100,0,"[100, 0]",dictator
176029,first,1,1,100,25,"[75, 25]",dictator
176029,second,1,1,100,None,"[50, 50]",dictator
176030,first,1,1,100,0,"[100, 0]",dictator
176030,first,1,1,100,0,"[100, 0]",dictator
176030,second,1,1,100,None,"[69, 31]",dictator
176030,second,1,1,100,None,"[60, 40]",dictator
176030,first,1,1,100,50,"[50, 50]",dictator
176031,first,1,1,100,50,"[50, 50]",dictator
176031,second,1,1,100,None,"[60, 40]",dictator
176031,first,1,1,100,0,"[100, 0]",dictator
176031,second,1,1,100,None,"[100, 0]",dictator
176031,first,1,1,100,10,"[90, 10]",dictator
176031,second,1,1,100,None,"[50, 50]",dictator
176032,second,1,1,100,None,"[50, 50]",dictator
176032,first,1,1,100,0,[100],dictator
176032,second,1,1,100,None,"[100, 0]",dictator
176032,first,1,1,100,0,"[100, 0]",dictator
176032,first,1,1,100,20,"[80, 20]",dictator
176032,first,1,1,100,25,"[75, 25]",dictator
176033,second,1,1,100,None,"[50, 50]",dictator
176033,first,1,1,100,50,"[50, 50]",dictator
176033,first,1,1,100,20,"[80, 20]",dictator
176033,second,1,1,100,None,"[60, 40]",dictator
176033,second,1,1,100,None,"[50, 50]",dictator
176033,first,1,1,100,50,"[50, 50]",dictator
176034,first,1,1,100,25,"[75, 25]",dictator
176034,first,1,1,100,0,[100],dictator
176034,second,1,1,100,None,"[50, 50]",dictator
176034,first,1,1,100,0,"[100, 0]",dictator
176034,second,1,1,100,None,"[80, 20]",dictator
176034,first,1,1,100,0,"[100, 0]",dictator
176035,first,1,1,100,20,"[80, 20]",dictator
176035,first,1,1,100,25,"[75, 25]",dictator
176035,first,1,1,100,0,"[100, 0]",dictator
176035,second,1,1,100,None,"[75, 25]",dictator
176035,first,1,1,100,1,"[99, 1]",dictator
176035,first,1,1,100,50,"[50, 50]",dictator
176036,first,1,1,100,20,"[80, 20]",dictator
176036,first,1,1,100,20,"[80, 20]",dictator
176036,first,1,1,100,0,"[100, 0]",dictator
176036,second,1,1,100,None,"[100, 0]",dictator
176036,second,1,1,100,None,"[99, 1]",dictator
176036,second,1,1,100,None,"[75, 25]",dictator
176037,first,1,1,100,50,"[50, 50]",dictator
176037,first,1,1,100,50,"[50, 50]",dictator
176037,first,1,1,100,0,"[100, 0]",dictator
176037,second,1,1,100,None,"[100, 0]",dictator
176037,first,1,1,100,50,"[50, 50]",dictator
176037,second,1,1,100,None,"[60, 40]",dictator
176038,second,1,1,100,None,"[80, 20]",dictator
176038,first,1,1,100,50,"[50, 50]",dictator
176038,first,1,1,100,45,"[55, 45]",dictator
176038,second,1,1,100,None,"[55, 45]",dictator
176038,first,1,1,100,50,"[50, 50]",dictator
176038,second,1,1,100,None,"[50, 50]",dictator
176039,first,1,1,100,50,"[50, 50]",dictator
176039,second,1,1,100,None,"[75, 25]",dictator
176039,first,1,1,100,0,"[100, 0]",dictator
176039,second,1,1,100,None,"[50, 50]",dictator
176039,second,1,1,100,None,"[50, 50]",dictator
176039,first,1,1,100,50,"[50, 50]",dictator
176040,second,1,1,100,None,"[100, 0]",dictator
176040,first,1,1,100,33,"[67, 33]",dictator
176040,second,1,1,100,None,"[65, 35]",dictator
176040,first,1,1,100,0,"[100, 0]",dictator
176040,second,1,1,100,None,"[67, 33]",dictator
176040,second,1,1,100,None,"[60, 40]",dictator
176041,second,1,1,100,None,"[60, 40]",dictator
