UserID,Role,Round,totalRound,move,Total,roundResult,gameType
283915,player,1,1,38,100,SAFE,bomb_risk
283979,player,1,1,70,100,BOMB,bomb_risk
284008,player,1,1,-1,100,BOMB,bomb_risk
284563,player,1,1,80,100,BOMB,bomb_risk
284660,player,1,1,0,100,SAFE,bomb_risk
284663,player,1,1,100,100,BOMB,bomb_risk
275155,player,1,1,50,100,BOMB,bomb_risk
275155,player,1,3,52,100,SAFE,bomb_risk
275155,player,2,3,52,100,BOMB,bomb_risk
275155,player,3,3,53,100,BOMB,bomb_risk
281657,player,1,1,73,100,BOMB,bomb_risk
281657,player,1,3,60,100,BOMB,bomb_risk
281657,player,2,3,30,100,BOMB,bomb_risk
281657,player,3,3,81,100,BOMB,bomb_risk
281945,player,1,1,60,100,SAFE,bomb_risk
281945,player,1,3,35,100,SAFE,bomb_risk
281945,player,2,3,35,100,BOMB,bomb_risk
281945,player,3,3,35,100,SAFE,bomb_risk
284663,player,1,1,40,100,SAFE,bomb_risk
284663,player,1,3,50,100,SAFE,bomb_risk
284663,player,2,3,45,100,SAFE,bomb_risk
284663,player,3,3,75,100,SAFE,bomb_risk
312738,player,1,1,23,100,BOMB,bomb_risk
312738,player,1,3,30,100,BOMB,bomb_risk
312738,player,2,3,21,100,SAFE,bomb_risk
312738,player,3,3,20,100,BOMB,bomb_risk
312747,player,1,1,30,100,BOMB,bomb_risk
312747,player,1,3,40,100,SAFE,bomb_risk
312747,player,2,3,35,100,SAFE,bomb_risk
312747,player,3,3,60,100,BOMB,bomb_risk
312780,player,1,1,75,100,BOMB,bomb_risk
312780,player,1,3,30,100,SAFE,bomb_risk
312780,player,2,3,45,100,SAFE,bomb_risk
312780,player,3,3,75,100,BOMB,bomb_risk
312782,player,1,1,50,100,BOMB,bomb_risk
312782,player,1,3,90,100,SAFE,bomb_risk
312782,player,2,3,50,100,BOMB,bomb_risk
312782,player,3,3,50,100,BOMB,bomb_risk
312793,player,1,1,50,100,BOMB,bomb_risk
312793,player,1,3,50,100,SAFE,bomb_risk
312793,player,2,3,40,100,SAFE,bomb_risk
312793,player,3,3,40,100,SAFE,bomb_risk
312815,player,1,1,18,100,BOMB,bomb_risk
312815,player,1,3,50,100,BOMB,bomb_risk
312815,player,2,3,62,100,SAFE,bomb_risk
312815,player,3,3,56,100,SAFE,bomb_risk
312838,player,1,1,75,100,BOMB,bomb_risk
312838,player,1,3,29,100,BOMB,bomb_risk
312838,player,2,3,50,100,BOMB,bomb_risk
312838,player,3,3,50,100,BOMB,bomb_risk
312878,player,1,1,60,100,BOMB,bomb_risk
312878,player,1,3,70,100,BOMB,bomb_risk
312878,player,2,3,65,100,BOMB,bomb_risk
312878,player,3,3,65,100,SAFE,bomb_risk
312914,player,1,1,40,100,SAFE,bomb_risk
312914,player,1,3,30,100,BOMB,bomb_risk
312914,player,2,3,30,100,SAFE,bomb_risk
312914,player,3,3,20,100,SAFE,bomb_risk
312917,player,1,1,90,100,SAFE,bomb_risk
312917,player,1,3,30,100,SAFE,bomb_risk
312917,player,2,3,67,100,BOMB,bomb_risk
312917,player,3,3,20,100,SAFE,bomb_risk
312945,player,1,1,40,100,BOMB,bomb_risk
312945,player,1,3,50,100,SAFE,bomb_risk
312945,player,2,3,40,100,SAFE,bomb_risk
312945,player,3,3,30,100,SAFE,bomb_risk
312964,player,1,1,6,100,SAFE,bomb_risk
312964,player,1,3,77,100,BOMB,bomb_risk
312964,player,2,3,58,100,SAFE,bomb_risk
312964,player,3,3,64,100,BOMB,bomb_risk
312971,player,1,1,70,100,BOMB,bomb_risk
312971,player,1,3,70,100,BOMB,bomb_risk
312971,player,2,3,34,100,SAFE,bomb_risk
312971,player,3,3,20,100,SAFE,bomb_risk
313003,player,1,1,75,100,SAFE,bomb_risk
313012,player,1,1,62,100,BOMB,bomb_risk
313012,player,1,3,25,100,SAFE,bomb_risk
313012,player,2,3,31,100,SAFE,bomb_risk
313012,player,3,3,26,100,SAFE,bomb_risk
313015,player,1,1,63,100,SAFE,bomb_risk
313015,player,1,3,72,100,BOMB,bomb_risk
313015,player,2,3,41,100,SAFE,bomb_risk
313015,player,3,3,43,100,SAFE,bomb_risk
313202,player,1,1,20,100,SAFE,bomb_risk
313202,player,1,3,30,100,SAFE,bomb_risk
313202,player,2,3,35,100,SAFE,bomb_risk
313202,player,3,3,50,100,SAFE,bomb_risk
313297,player,1,1,60,100,BOMB,bomb_risk
313297,player,1,3,47,100,SAFE,bomb_risk
