UserID,dictator,ultimatum_1,ultimatum_2,trust_1,trust_3,PG,bomb
176658,,,,,,,74
176659,0.0,,,,,,
438804,,,,,,1,
176662,,,,,,,74
176670,,,,,,,74
176671,,,,,,,74
176673,,,,,,,74
176674,,,,,,,74
438821,,,,,,,36
347736,,,,,,5,
438841,,,,,,,71
438845,,,,,,,36
438849,,,,,,,71
347741,,,,,,15,
438855,,,,,,,26
438856,,,,,,,38
438865,,,,,,,71
438871,,,,,,,36
438874,,,,,,,37
347746,,,,,,,
307808,,,,,,,
307809,50.0,,,,,,
438887,,,,,,,35
307817,50.0,,,,,,
176746,,,,,,,74
307819,0.0,,,,,,
438892,,,,100.0,,,
307821,,,,,,,
176747,,,,,,,74
176748,,,,,,,74
176749,,,,,,,74
176751,,,,,,,74
176752,,,,,,,74
176753,,,,,,,74
176754,,,,,,,74
438897,,,,,,,36
307830,,,,,,,
176758,,,,,,,74
176759,,,,,,,74
438905,,,,,,,
176761,,,,,,,74
176762,,,,,,,74
176763,,,,,,,74
176765,,,,,,,74
176766,,,,,,,74
438908,,,,,,,0
225851,,,,,,,29
269205,,,,,,9,
176770,,,,,,,74
176771,,,,,,,74
176772,,,,,,,74
176773,,,,,,,74
176775,,,,,,,74
176776,,,,,,,74
176777,,,,,,,74
176778,,,,,,,74
438919,,,,,,,36
438922,,,,,,,0
438936,,,,,,,35
438938,,,,,,,37
356105,,,,,,,50
438946,,,,,,,71
438948,1.0,,,,,8,
438957,,,,,,,27
307886,97.0,,,,,,
176816,0.0,,,,,,
307897,,,,,,,99
307898,,,,,,,80
176830,,,,,,,11
307904,,,,,,,81
307906,,,,,,,60
176840,48.0,,,,,,
307912,,,,,,,50
307913,,,,,,,80
307914,,,,,,,
307915,,,,,,,63
307917,,,,,,,50
307919,,,,,,,0
307921,,,,,,,36
307924,,,,,,,49
307925,,,,,,,0
307927,,,,,,,51
439001,,,,,,,0
307930,,,,,,,63
176859,,,,,,,
100398,,,,,,,46
439008,,,,,,10,
307937,,,,,,,50
307938,,,,,,,40
439011,,,,,,,71
307940,,,,,,,0
307941,,,,,,,71
307942,,,,,,,67
439012,,,,,,,0
439022,,,,,,20,
176883,,,,,,5,
439029,50.0,,,,,12,
176889,,,,,,10,
439033,,,,,,10,
439035,,,,,,,57
439036,,,,0.0,,,
176892,,,,,,10,
176895,,,,,,4,
439040,,,,,,,
176896,,,,,,19,
176903,,,,,,,49
439048,,,,,,,50
176907,,,,,,,
439052,,,,8.0,,,40
347781,,,,0.0,,,
347782,,,,10.0,,,
347783,,,,0.0,,,
176923,,,,,,,
347784,,,,10.0,,,
347785,,,,10.0,,,
176933,,,,,,,
176934,,,,0.0,,,
347786,,,,20.0,,,
439078,,,,,,,50
347787,,,,10.0,,,
347788,,,,,,,
347789,,,,10.0,,,
439096,,,,,,,20
347790,,,,30.0,,,
347791,,,,20.0,,,
439109,,,,,,,36
439111,,,,,,5,
439113,,,,,,,0
439117,,,,,,,
430720,,,,,,,25
439137,,,,,,10,50
439138,,60,50,,,,
439139,,,,,,,12
176996,50.0,50,20,25.0,,,
439141,,,,,,,24
176998,,,,,,,
439147,,,,,,,36
439155,,,,,,13,
439157,,,,,,20,
439158,,,,,,,0
439166,,,,,,10,
439169,,,,,,,36
439176,,,,100.0,,,
177033,,,,,,,
439178,,,,,,0,
439182,,,,,,,70
439186,,,,,,,71
439187,,,,,,,36
45992,,,,80.0,,,
177073,,,,70.0,,,
177075,,,,,,,
165453,,,,,,,
439219,,,,,,,0
439222,,,,7.0,,,
439220,,,,,,,10
439231,,,,,,,89
439245,,,,,,,70
439246,,,,,,,20
439253,50.0,,,,,,
439254,,,,10.0,,,
439257,,,,,,,97
439258,,,,,,,36
439264,0.0,,,,,0,
461982,,,,,,13,
439270,,,,,,,71
439271,,,,,,,71
177148,,,,30.0,,,
165468,,,,,,,37
439299,,,,,,,0
439300,,,,,,,9
439304,,,,40.0,,,
177161,,,,,,0,
439308,,,,,,,100
439309,,,,,,,71
439312,,,,,,,0
46097,,,,100.0,,10,
439313,,,,,,,0
177172,,,,,,,
439318,,,,,,8,37
177175,,,,10.0,,,
165473,,,,,,,
165475,,,,,,,
439333,,,,,,,52
439335,,,,,,,
177197,25.0,,,,,,
177204,30.0,,,,,,
439348,,,,100.0,,,
439349,,,,100.0,,,
439354,,,,,,,37
439357,,,,,,3,21
177220,,,,,,8,
46149,,,,30.0,,5,
439370,95.0,,,,,5,
439373,,,,,,,20
46159,,,,,,,
439377,,,,50.0,,,
439380,,,,44.0,,,
177238,,,,100.0,,,
439385,,,,,,,
225870,,,,,,,52
439390,,,,,,7,
439392,10.0,,,,,10,
177249,5.0,50,0,,,,
439394,,,,100.0,,,
46178,,,,100.0,,17,
439395,0.0,,,,,8,
439396,45.0,,,,,8,
177250,,,,,,,
439398,,,,,,20,
439400,1.0,,,,,,
439393,,,,,,,36
439399,,,,,,,71
439406,50.0,25,5,100.0,,10,60
439411,8.0,,,5.0,,,
269209,,,,,,7,
46209,,,,10.0,,2,
439425,,,,,,14,
439432,,,,,,12,56
177289,,,,,,,
225872,,,,,,,20
439441,,,,,,,72
439443,,,,,,0,49
439444,,,,,,,
439445,,,,,,,36
439450,,,,,,7,
46238,0.0,,,60.0,,0,
439454,,,,,,17,
439461,,,,,,,36
439462,,,,,,,36
46248,0.0,,,,,20,
439466,,,,,,,37
177323,,,,,,,
177327,,,,,,,
439472,,,,50.0,,,80
439471,,,,,,,71
439475,0.0,,,100.0,,0,10
439484,,,,,,,36
225874,,,,,,,50
439492,,,,30.0,,,80
46283,,,,100.0,75,15,
177355,50.0,,,,,,
177357,50.0,,,,,,
439502,,,,,,,36
177361,,,,8.0,,,
177374,50.0,50,5,,,,
46308,,,,20.0,,12,
46329,0.0,,,25.0,20,5,
439546,,,,,,,60
132095,,,,,,20,
308490,,,,,,,70
308491,,,,,,,62
439564,,,,,,,71
46349,50.0,,,26.0,102,0,
87367,,,,,,10,
439566,,,,,,0,65
308493,,,,,,,75
308494,,,,,,,50
439570,,,,,,10,47
308495,,,,,,,57
308496,,,,,,,15
308499,,,,,,,65
308500,,,,,,,50
177426,,,,,,,74
177428,,,,,,,74
177429,,,,,,,74
177430,,,,,,,74
177433,,,,,,,74
177435,,,,,,,74
439581,,,,,,,50
439584,,,,,,,50
439585,,,,,,10,
439586,,,,,,,21
177444,0.0,,,,,,
439588,,,,,,,50
439591,,,,,,,36
46376,,,,100.0,,0,
439594,,,,,,15,69
439595,,,,,,1,49
439596,,,,,,18,20
439605,,,,,,,36
439608,,,,,,,37
439613,,,,,,,71
225880,,,,,,,50
439637,,,,,,,40
177510,,,,,,,
177514,,50,0,,,,
177515,,50,0,,,,
177518,,58,45,,,,
177519,50.0,50,50,,,,
347902,,,,,,,
439669,,,,,,,50
439672,,,,,,11,
439684,,,,,,,71
439686,,,,,,,36
225882,,,,,,,0
177544,,,,,,,
177559,,50,0,,,,
439703,,,,,,,36
439707,20.0,,,,,5,25
46496,,,,100.0,,18,
177568,,,,,,,
439713,,,,,,,90
439716,,,,,,,15
439718,,,,,,,49
439719,,,,,,,6
439720,,,,,,,71
177578,,,,,,,31
439726,,,,,,0,20
177585,,,,,,,31
177586,,,,,,,31
177587,,,,,,,74
177588,,,,,,,74
177589,,,,,,,74
177590,50.0,60,41,,,,
177591,,,,,,,74
177592,,,,,,,74
177594,,,,,,,74
177595,,,,,,,31
177596,,,,,,,31
177597,,,,,,,31
177598,,,,,,,31
177605,,,,,,,31
177606,,,,,,,31
177607,,,,,,,0
177609,,,,,,,31
177619,,,,,,5,
177620,,,,,,,
439772,,,,,,20,
439773,,,,,,,71
439778,,,,,,,36
177642,,,,,,,31
177652,,,,,,,
439796,,,,,,,36
225887,,,,,,,33
439815,,,,,,,36
177674,,,,,,,
439823,,,,,,0,
434292,,,,,,0,
177682,,,,,,,
382191,,,,,,,55
231098,,,,,,,
177697,,,,,,,
439849,,,,,,,30
177707,,,,,,,
177708,,,,,,,
199838,,,,,,12,
177714,,,,,,,
177715,,,,,,,
177716,,,,,,,
177717,,,,,,,
177718,,,,,,,
177719,,,,,,,
177720,,,,,,,
177721,,,,,,,
177722,,,,,,,
177723,,,,,,,
177724,,,,,,,
177725,,,,,,5,
177726,,,,,,,
177727,,,,,,,
177728,,,,,,,
177729,,,,20.0,,,
177730,,,,,,,
177731,,,,,,,
177732,,,,,,,
177733,,,,,,,
439879,,,,,,,0
439880,,,,,,,36
177742,,,,,,,
177744,,,,,,,
177745,,,,,,,
177746,,,,,,,
177747,,,,,,,
177748,,,,,,,
177749,,,,,,,
177750,,,,,,,
177751,,,,,,,
177752,,,,,,,
177753,,,,,,,
177754,,,,,,,
177755,,,,,,,
439900,,,,,,12,
177757,,,,,,,
177758,,,,,,,
177759,,,,,,,
177760,,,,,,,
439905,,50,30,4.0,,15,
439906,,30,30,,,5,50
177762,,,,,,,
177763,,,,,,,
177764,,,,,,,
177766,,,,,,,
177767,,,,,,,
199840,,,,,,15,
177769,,,,,,,
177779,,,,,,,
439931,,,,,,18,49
439937,,,,,,,37
46749,,,,100.0,,20,
177825,,,,,,,
46757,,,,25.0,,13,
177832,,,,,,,
177837,,,,,,,
177842,50.0,,,,,,40
46789,1.0,,,5.0,,7,
440014,,,,100.0,,0,49
440026,,,,,,,80
46811,,,,50.0,,19,
440028,,,,,,,11
46813,0.0,,,0.0,,20,
46814,20.0,,,50.0,0,10,
382199,,,,,,,42
440032,,,,,,13,20
440030,,,,,,,36
165614,,,,,,,0
165616,,,,,,5,
46827,40.0,,,60.0,,,
165619,,,,,,,
165621,,,,,,,
46851,,,,10.0,,0,
165625,,,,,,,
87473,51.0,,,,,,
440106,,,,,,6,
440110,30.0,,,30.0,,6,78
440124,,,,,,,36
430013,,,,,,,0
440142,,,,100.0,,,50
400101,,,,5.0,,,
46971,49.0,,,80.0,,0,
178044,0.0,,,,,,
348007,,,,,,10,
440199,25.0,,,,,20,50
440201,,,,,,9,
46994,0.0,,,0.0,,10,
47037,,,,,,,32
440292,,,,,,,36
440294,,,,,,,71
440295,,,,,,6,
440300,,,,,,,42
243823,,,,,,,
236327,,,,,,,
309252,50.0,,,,,,
278920,,,,,,,5
348054,,,,,,,50
440438,,,,,,,0
440449,,,,,,2,
440472,,77,10,8.0,,7,45
440494,30.0,,,25.0,,14,80
382219,,,,,,,35
497745,,,,,,,0
95664,,,,,,,50
440572,,,,,,9,54
309510,,,,,,,50
178441,0.0,,,,,,
178442,50.0,,,,,,
178443,50.0,,,,,,
178445,54.0,,,,,,
178446,46.0,,,,,,
178447,20.0,,,,,,
178448,50.0,,,,,,
178449,50.0,,,,,,
178450,40.0,,,,,,
178451,44.0,,,,,,
178452,46.0,,,,,,
178453,45.0,,,,,,
178454,40.0,,,,,,
178455,50.0,,,,,,
178458,30.0,,,,,,
178459,0.0,,,,,,
178460,0.0,,,,,,
178461,21.0,,,,,,
178463,24.0,,,,,,
178464,53.0,,,,,,
178465,0.0,,,,,,
178467,0.0,,,,,,
178468,50.0,,,,,,
178469,0.0,,,,,,
178470,49.0,,,,,,
178471,10.0,,,,,,
178472,49.0,,,,,,
178473,40.0,,,,,,
178474,50.0,,,,,,
348096,,,,,,,29
440659,,,,,,9,50
95669,,,,,,,50
178569,,,,,,,
47523,,,,,,,50
178601,1.0,,,,,,
178602,,,,,,,
178604,,,,,,,
113654,,,,,,,79
178607,0.0,,,,,,
178608,,,,,,,
178611,0.0,,,,,,
178612,20.0,,,,,,
178616,,,,,,,
178618,2.0,,,,,,
236345,,,,,,,
113657,,,,,,,79
178624,,,,,,,
178626,0.0,,,,,,
178627,,,,,,,
113658,,,,,,,79
178634,,,,,,,
178649,,,,,,,
178685,41.0,,,,,,
178686,45.0,,,,,,
178687,,,,,,,51
178688,50.0,,,,,,
178689,,,,,,,
178690,0.0,,,,,,
440836,35.0,,,,,12,83
236348,,,,,,,
440838,,,,,,1,
178698,,,,,,,
440842,,,,,,5,
178708,25.0,,,,,,
178709,40.0,,,,,,
178717,,,,,,,
178718,,,,,,,
178719,0.0,,,,,,
178720,27.0,,,,,,
178722,,,,,,,
178723,0.0,,,,,,
225929,,,,,,,47
178731,,,,,,,
178732,,,,,,,
178733,,,,,,,
178734,,,,,,,
236350,,,,,,,
225930,,,,,,,56
440944,,,,,,15,
225932,,,,,,,
123338,,,,,,,
440960,,,,,,10,
440969,,,,,,,36
440977,,,,,,8,
440978,,,,,,2,
440979,50.0,,,,,20,
440982,30.0,,,,,7,
440983,,,,,,2,
440984,,,,,,13,
440986,1.0,,,100.0,,,0
440988,,,,100.0,,10,50
440990,3.0,,,,,15,
236355,,,,,,8,
441028,,,,,,20,25
441029,,,,76.0,,,41
441030,,,,100.0,,,
441031,40.0,,,25.0,,15,69
441033,,,,30.0,,5,54
441037,20.0,,,70.0,,,43
441038,,,,,,,50
441039,50.0,,,,,20,75
441040,0.0,,,,,5,90
441042,25.0,,,100.0,,12,75
441043,,,,,,,56
441044,,,,100.0,,,
441045,10.0,,,30.0,,,
441046,,,,,,15,22
441047,45.0,,,,,10,
441048,0.0,,,100.0,,11,25
441049,50.0,,,50.0,,,
441051,,,,,,,84
441060,,,,,,1,34
310010,0.0,,,,,,
310013,20.0,,,,,,
310014,,,,,,,
310015,,,,,,,
310016,,,,,,,
178941,,,,,,,74
310025,0.0,,,,,,
441104,,,,,,1,
310033,0.0,,,,,,
441107,,,,,,,36
441108,,,,,,4,
441116,,,,,,5,53
441124,,,,,,,
178981,,,,,,,74
441126,,,,,,5,47
178983,,,,,,,74
178984,,,,,,,74
178985,,,,,,,74
178986,,,,,,,74
178988,,,,,,,74
178989,,,,,,,74
178990,,,,,,,74
139782,,,,,,20,32
310064,50.0,,,,,10,33
178991,,,,,,,74
310068,51.0,,,,100,10,70
310073,,,,,,,
530563,,,,,,20,
179036,,,,10.0,,,
348205,,,,,,,37
310116,,,,,,,
310124,1.0,,,,,,
225942,,,,,,20,
441210,,,,,,10,63
310143,,,,,,,
348212,,,,,,,70
310154,,,,,,,51
310156,,,,,,,58
310159,,,,,,,50
310175,,,,,,,75
310187,20.0,,,,,,
310191,,,,,,,
310195,30.0,,,,,,
310198,,,,,,,
310202,,,,,,,
310203,,,,,,,61
441284,,,,,,,45
441285,,,,,,10,61
441288,,,,,,0,
441289,0.0,,,100.0,,,
441290,,,,,,5,
441291,,,,,,10,
441292,,,,,,8,
441293,,,,,,,
441294,,,,,,10,
441295,25.0,,,,,,
441297,,,,,,5,
441298,,,,,,8,
441299,,,,,,0,
441300,,,,,,9,
441303,,,,,,12,
441304,0.0,,,,,,
179161,,,,,,,57
179160,,,,100.0,,,
441306,,,,,,8,
441307,,,,,,0,
441310,,,,,,6,
441311,,,,,,0,
441313,,,,,,4,
441315,,,,,,20,
441316,,,,,,11,
441319,,,,,,0,
441320,,,,,,9,
441321,,,,,,9,
441322,,,,,,3,
441323,,,,,,5,
441324,,,,,,10,
441325,,,,,,13,
441326,,,,,,9,
441327,,,,,,20,
441329,,,,,,7,
441330,,,,,,6,
357796,,,,10.0,,,
310259,,,,,,,90
310261,,,,,,,
441331,,,,,,4,
441332,,,,,,6,
441333,,,,,,10,
441335,,,,,,12,
441336,,,,,,0,
441337,,,,,,9,
441340,1.0,,,50.0,,,
441339,,,,,,2,
441342,5.0,,,,,,
441341,,,,,,13,
441344,,,,50.0,,,
441343,,,,,,20,
441355,0.0,,,20.0,100,,
310284,,,,,,3,42
310285,0.0,,,,,,80
441358,,,,,,,
441357,,,,,,,70
441360,50.0,,,,,,
441361,,,,,,,
441362,,,,,,,
310291,0.0,,,,,,
441364,,,,0.0,,,
310293,0.0,,,,,,
441366,,,,,,,
441367,41.0,,,50.0,,,
441368,,,,8.0,,,
441369,,,,100.0,,,
310294,,,,,,,
441363,,,,34.0,,,
441373,,,,,,,
310308,,,,,,,
310310,7.0,,,,,,
441383,0.0,,,,,,
310313,50.0,,,,50,8,20
441386,,,,,,,
310324,,,,100.0,,20,70
441397,,,,,,,
441398,,,,30.0,,,
441400,,,,100.0,,,
441401,5.0,,,,,,
441402,,,,3.0,,,
441403,,,,0.0,,,
441406,,,,,51,,
310337,,,,,,,
441416,,,,,,,11
310349,,,,,,,
441423,,,,,,,60
441425,,,,,,,32
441426,,,,,,,33
441427,,,,,,,85
441428,,,,,,,40
441429,,,,,,,50
441430,,,,,,,30
441431,,,,,,,50
441432,,,,,,,60
441433,,,,,,,50
441434,,,,,,,30
441435,,,,,,,30
441437,,,,,,,4
441440,,,,,,,100
310369,1.0,,,,,,
441443,,,,,,,36
441449,,,,,,5,50
310377,,,,,,,80
441451,,,,,,5,29
348258,,,,,,15,
244052,,,,,,7,
310384,,,,,,,90
310386,,,,,,0,49
244053,,,,,,20,
244054,,,,,,5,
244055,,,,,,6,
310399,10.0,,,,,0,50
310400,45.0,,,,,,
310401,,,,,,,60
441474,,,,,,,36
244056,,,,,,5,
244057,,,,,,0,
310410,,,,,,,40
310411,1.0,,,100.0,,,99
244058,,,,,,20,
244059,,,,,,13,
310422,85.0,,,100.0,,1,90
310424,30.0,,,,,20,30
310425,,,,0.0,,14,51
310426,,,,,,,50
348267,,,,,,,70
310428,,,,,,,
310431,25.0,,,50.0,,20,50
310439,50.0,,,,,,
310440,,,,,,,0
310443,,,,,,,59
310448,,,,,,10,25
244065,,,,,,3,
319737,,,,,,,39
310453,,,,,,,50
348273,,,,,,,31
310458,,,,,,,30
310461,,,,,,10,49
244068,,,,,,9,
348275,,,,,,20,
310467,,,,,,,0
310470,,,,,,,99
310472,,,,,,,98
441544,,,,,,20,31
244073,,,,,,1,
441566,40.0,,,,,,
244074,,,,,,,40
310498,,,,,,,42
310500,40.0,,,,,,100
319739,,,,,,,65
310502,40.0,,,,,,70
310505,,,,66.0,,20,40
218025,,,,,,,0
357798,,,,,,,0
310512,,,,,,,50
348284,,,,,,,
310519,,,,,,,0
310520,,,,,,,0
310521,,,,,,,
310524,,,,,,,47
310525,0.0,,,,,,49
310526,0.0,,,,,,
319740,,,,,,,99
310529,0.0,,,,,,
310530,,,,,,,0
310536,,,,,,,0
310537,25.0,,,,,,
226404,,,,,,,60
310540,,,,,,,50
310541,,,,,,,40
348290,,,,,,,25
310550,,,,,,,
310551,50.0,,,,,,33
319741,,,,,,,67
310555,0.0,,,,,,99
310556,,,,,,,40
310557,,,,,,,
179486,,,,,,,0
310559,,,,,,,49
179488,,,,,,,52
310560,,,,,,,50
179491,,,,,,,69
310564,,,,,,,94
179492,,,,,,,30
179493,,,,,,,65
179494,,,,,,,61
179495,,,,,,,75
310569,12.0,,,,,,20
179496,,,,,,,59
310571,0.0,,,,,,48
179498,,,,,,,50
179499,,,,,,,45
179502,,,,,,,40
441647,,,,,,10,
441648,,,,,,,
441649,,,,,,4,
179503,,,,,,,93
310579,,,,,,,30
310580,,,,,,,99
179504,,,,,,,10
179508,,,,,,,0
179509,,,,,,,3
179510,,,,,,,76
310585,,,,,,,50
441658,,,,,,9,
179511,,,,,,,40
310588,,,,,,,
179514,,,,,,,70
179516,,,,,,,73
441663,,,,,,,11
310583,,,,,,,49
310591,,,,,,,50
310594,49.0,,,,,,70
348299,,,,,,,52
179525,,,,,,,0
310598,,,,,,,98
179526,,,,,,,80
179527,,,,,,,40
310601,0.0,,,,,,
179528,,,,,,,85
310603,,,,,,,50
310604,1.0,,,,,20,70
310605,,,,,,20,80
310606,,,,,,,70
310607,30.0,,,,,,0
179529,,,,,,,0
310609,0.0,,,,,,90
310610,,,,,,,
310611,,,,,,,90
310612,32.0,,,,,,
179536,,,,,,,10
179537,,,,,,,25
179538,,,,,,,60
310616,0.0,,,,,,0
310617,,,,,,,99
310618,11.0,,,,,,89
310619,67.0,,,,,,50
310620,51.0,,,,,,65
179540,,,,,,,19
310622,0.0,,,,,,50
310623,,,,,,,50
310624,,,,,,,50
179545,,,,,,,0
179547,,,,,,,50
179548,,,,,,,70
310631,,,,,,,20
441706,,,,,,7,42
310640,,,,,,,66
310644,,,,,,,50
310647,,,,,,,50
441720,,,,,,,
310661,,,,,,,41
310665,40.0,,,,,,30
310677,25.0,,,,,,
310678,,,,,,,30
310680,,,,,,,
310683,,,,58.0,,0,
310685,50.0,,,,,,
310700,,,,,,,50
139912,,,,31.0,,0,
310719,0.0,,,,,,
310720,,,,,,,50
441793,,,,100.0,,,
310722,0.0,,,,,,
310723,50.0,,,,,5,90
441796,,,,,,,
310725,,,,,,,50
310721,,,,,,,51
348325,,,,,,,50
310730,,,,,,,13
441805,,,,12.0,,,
310737,,,,,,,
310738,,,,,,,
310742,,,,,,,60
310743,,,,,,,
179675,,,,75.0,,,
441819,,,,,,,21
310752,,,,,,,30
348332,,,,,,,0
222337,,,,,,,0
310757,,,,,,,26
179686,1.0,,,,,,
179687,20.0,,,,,,
179688,,,,,,,
179689,,,,,,,
179690,0.0,,,,,,
179691,,,,,,,
179692,,,,,,,
179693,0.0,,,,,,
179694,,,,,,,
179695,10.0,,,,,,
310759,,,,,,,30
179697,,,,,,,
179698,0.0,,,,,,
179699,,,,,,,
179700,0.0,,,,,,
179701,,,,,,,
179702,,,,,,,
179703,,,,,,,
179704,50.0,,,,,,
310769,,,,,,,65
179706,50.0,,,,,,
179707,,,,,,,
441852,,66,33,6.0,,1,
441851,,,,,,12,
441854,,,,,,,47
179711,,,,,,,57
179712,,,,,,,57
179713,,,,,,,57
179714,,,,,,,57
179715,,,,,,,57
179716,,,,,,,57
179717,,,,,,,57
179718,,,,,,,57
179719,,,,,,,57
179720,,,,,,,57
179721,,,,,,,57
179722,,,,,,,57
310795,,,,,,,
310796,,,,0.0,,,30
441868,,,,,,,36
179723,,,,,,,57
179724,,,,,,,57
179725,,,,,,,57
310801,3.0,,,,,,
310793,,,,,,,58
310797,,,,,,,30
310802,,,,,,,70
310805,,,,,,,
310804,,,,,,,47
310808,,,,,,,50
310809,,,,,,,40
310813,,,,,,,60
310815,0.0,,,,,,
441887,,,,,,4,
310817,,,,,,,50
441890,,,,10.0,,,
310818,,,,,,,50
310819,,,,,,,33
310820,,,,,,,92
310821,,,,,,,85
310823,,,,,,,60
310824,,,,,,,43
348346,,,,,,,81
310826,,,,,,,50
441901,,,,35.0,,,
348347,,,,100.0,,,
310829,,,,,,,10
441904,,,,100.0,,,
310830,,,,,,,36
310831,,,,,,,25
310832,,,,,,,20
310834,,,,,,,69
310835,,,,,,,60
310838,,,,,,,0
348349,,,,,,,33
441913,,,,,,,
310842,,,,,,,52
310843,,,,,,,30
441916,,,,,,10,
310844,,,,,,,9
310845,,,,,,,35
310846,,,,,,,24
310848,0.0,,,,,,
310849,,,,,,,60
348351,,,,,,,0
310852,,,,,,,0
310853,50.0,,,,,,
310855,,,,,,,50
310858,,,,,,,10
310859,,,,,,,36
310860,,,,,,,62
310862,,,,,,,43
310864,,,,,,,99
310865,,,,,,,45
310867,,,,,,,30
452561,,,,,,0,
310869,,,,,,,44
310868,,,,,,,38
310870,,,,,,,50
310873,,,,,,,99
310874,,,,,,,90
310876,,,,,,,0
310879,,,,,,,65
310880,,,,,,,60
310881,,,,,,,70
310882,,,,,,,27
310883,,,,,,,50
310884,,,,,,,40
310885,,,,,,,25
310886,,,,,,,50
310888,,,,,,,25
310600,,,,,,,20
310890,,,,,,,65
310891,,,,,,,38
139947,,,,,,5,70
310892,,,,,,,51
310893,,,,,,,70
310894,,,,,,,55
310895,,,,,,,74
310896,,,,,,,30
310897,,,,,,,25
310898,,,,,,,10
310899,,,,,,,67
310900,,,,,,,47
310901,,,,,,,50
310902,,,,,,,75
310903,,,,,,,40
310904,,,,,,,99
310906,,,,,,,50
310907,,,,,,,50
310908,,,,,,,50
310909,,,,,,,55
310910,,,,,,,50
310911,,,,,,,40
310913,,,,,,,30
310914,,,,,,,63
310915,,,,,,,51
310917,,,,,,,60
310918,,,,,,,30
310919,,,,,,,72
310920,,,,,,,77
310921,,,,,,,50
310922,,,,,,,38
310923,,,,,,,50
310924,,,,,,,50
310926,,,,,,,37
310927,,,,,,,30
310929,,,,,,,40
310930,,,,,,,25
310931,,,,,,,60
310932,,,,,,,76
310933,,,,,,,23
310934,,,,,,,85
310935,,,,,,,75
310936,,,,,,,25
310937,,,,,,,44
310938,,,,,,,50
310939,,,,,,,55
310940,,,,,,,30
310941,,,,,,,56
310942,,,,,,,41
310943,,,,,,,49
310944,,,,,,,37
310945,,,,,,,50
310946,,,,,,,77
310948,,,,,,,12
310949,,,,,,,40
310951,,,,,,,75
310952,,,,,,,48
310953,,,,,,,45
310954,,,,,,,99
310955,,,,,,,60
310956,,,,,,,77
310957,,,,,,,20
310958,,,,,,,46
310959,,,,,,,50
310960,,,,,,,45
310961,,,,,,,98
310962,,,,,,,50
310963,,,,,,,78
310964,,,,,,,50
310965,,,,,,,50
310966,,,,,,,50
442039,,40,0,10.0,,20,
310967,,,,,,,39
310968,,,,,,,40
310969,,,,,,,69
310970,,,,,,,50
310971,,,,,,,25
310972,,,,,,,65
310974,,,,,,,50
310975,,,,,,,97
310976,,,,,,,36
310977,,,,,,,37
310978,,,,,,,50
225976,,,,,,,50
310979,,,,,,,51
310981,,,,,,,45
310983,,,,,,,22
310984,,,,,,,25
310985,,,,,,,50
310986,,,,,,,80
310987,,,,,,,56
310989,,,,,,,69
310991,,,,,,,21
310993,,,,,,,50
310995,,,,,,,50
310996,,,,,,,50
310997,,,,,,,99
310998,,,,,,,21
310999,,,,,,,65
311001,,,,,,,75
311002,,,,,,,24
311003,,,,,,,50
311004,,,,,,,33
348382,,,,100.0,,20,35
311006,,,,,,,58
311007,,,,,,,60
311008,,,,,,,40
311009,,,,,,,50
311010,,,,,,,99
311011,,,,,,,49
311012,,,,,,,60
311013,,,,,,,49
311014,,,,,,,49
311015,,,,,,,50
311017,,,,,,,0
311018,,,,,,,50
311019,,,,,,,50
311020,,,,,,,60
311021,,,,,,,30
311023,,,,,,,61
311025,,,,,,,69
311026,,,,,,,66
311027,,,,,,,40
311028,,,,,,,43
311029,,,,,,,50
311030,,,,,,,32
311031,,,,,,,0
311032,,,,,,,52
311033,,,,,,,34
311034,,,,,,,30
311035,,,,,,,49
311036,,,,,,,50
311037,,,,,,,12
311038,,,,,,,70
311039,,,,,,,23
311040,,,,,,,25
311041,,,,,,,0
121776,,,,,,,54
311043,,,,,,,50
311044,,,,,,,51
311045,,,,,,,50
311047,,,,,,,64
311049,,,,,,,20
311050,,,,,,,45
311051,,,,,,,21
442124,,,,4.0,,,
311052,,,,,,,25
311053,,,,,,,0
311054,,,,,,,50
311055,,,,,,,20
311056,,,,,,,75
311057,,,,,,,41
311059,,,,,,,33
311060,0.0,,,100.0,,10,
311061,,,,,,,80
311062,,,,,,,75
311063,,,,,,,45
311064,,,,,,,62
311066,,,,,,,35
311067,,,,,,,97
311068,,,,,,,45
311069,,,,,,,10
311070,,,,,,,25
348395,,,,,,10,
311071,,,,,,,60
311072,,,,,,,50
311074,,,,,,,30
311075,,,,,,,20
311077,,,,,,,1
311078,,,,,,,51
311079,,,,,,,79
311080,,,,,,,50
311081,,,,,,,75
311082,,,,,,,50
311083,,,,,,,49
311085,,,,,,,46
356233,,,,,,,47
311086,,,,,,,25
311087,,,,,,,60
311089,,,,,,,99
311090,,,,,,,45
311092,,,,,,,40
311093,,,,,,,75
311094,,,,,,,25
311095,,,,,,,0
311096,,,,,,,30
311097,,,,,,,50
311098,,,,,,,50
311099,,,,,,,50
311100,,,,,,,43
311101,,,,,,,99
311102,,,,,,,26
311103,,,,,,,61
348401,,,,,,,80
180033,,,,,,,
180034,,,,,,,
311105,,,,,,,99
311106,,,,,,,50
311108,,,,,,,75
311109,,,,,,,30
311110,,,,,,,35
311111,,,,,,,15
311112,,,,,,,75
311114,,,,,,,99
311115,,,,,,,40
311116,,,,,,,26
